order_id,customer_id,order_date,status,region_code
55,343.0,2025-05-16 22:13:21,RETURNED,SOUTH
56,284.0,2026-02-03 04:31:29,RETURNED,WEST
57,495.0,2024-10-26 22:19:47,CANCELLED,SOUTH
58,244.0,2026-05-06 18:52:52,PLACED,SOUTH
59,62.0,2026-05-13 15:30:51,SHIPPED,SOUTH
60,414.0,2025-12-05 18:28:09,PLACED,WEST
61,104.0,2024-10-12 04:27:56,RETURNED,EAST
62,164.0,2026-02-12 12:48:47,PLACED,NORTH
63,199.0,2025-01-06 03:47:37,DELIVERED,WEST
64,470.0,2025-06-23 13:40:40,RETURNED,WEST
65,58.0,2026-03-11 22:45:38,RETURNED,NORTH
66,474.0,2026-01-05 20:39:22,DELIVERED,EAST
67,450.0,2024-11-14 08:37:32,CANCELLED,WEST
68,20.0,2024-09-27 13:52:30,RETURNED,WEST
69,20.0,2024-12-25 06:20:08,SHIPPED,NORTH
70,382.0,2025-08-10 12:45:23,DELIVERED,NORTH
71,173.0,2025-05-18 19:32:33,DELIVERED,WEST
72,440.0,2026-03-14 06:09:37,SHIPPED,SOUTH
73,154.0,2025-03-31 13:29:05,DELIVERED,EAST
74,374.0,2026-03-25 17:32:30,SHIPPED,WEST
75,109.0,2025-09-12 08:01:50,CANCELLED,EAST
76,421.0,2025-10-31 14:48:30,PLACED,EAST
77,364.0,2026-01-04 02:38:16,RETURNED,NORTH
78,89.0,2025-12-25 09:45:08,PLACED,SOUTH
79,17.0,2026-01-11 16:03:55,SHIPPED,EAST
80,189.0,2024-08-21 02:52:50,PLACED,NORTH
81,124.0,2024-11-13 12:55:11,SHIPPED,WEST
82,301.0,2025-05-09 21:57:51,DELIVERED,NORTH
83,,2025-11-17 14:08:43,RETURNED,SOUTH
84,439.0,2024-07-15 19:10:14,SHIPPED,EAST
85,334.0,28-03-2026,PLACED,WEST
86,467.0,2024-09-20 10:33:37,PLACED,SOUTH
87,130.0,2026-04-12 03:08:25,DELIVERED,WEST
88,459.0,2024-11-01 13:39:52,DELIVERED,SOUTH
89,239.0,2025-07-13 01:05:13,RETURNED,WEST
90,300.0,2026-06-30 19:51:38,DELIVERED,EAST
91,153.0,2025-10-20 21:55:55,DELIVERED,EAST
92,328.0,2025-06-14 20:34:11,DELIVERED,SOUTH
93,77.0,2024-09-18 03:36:27,PLACED,WEST
94,339.0,2024-08-30 11:05:32,PLACED,WEST
95,152.0,2025-02-01 00:56:11,CANCELLED,NORTH
96,299.0,2024-12-30 22:38:35,SHIPPED,EAST
97,372.0,2025-04-25 17:24:50,CANCELLED,EAST
98,260.0,2024-09-11 20:35:41,RETURNED,SOUTH
99,151.0,2025-10-27 17:40:01,DELIVERED,SOUTH
100,485.0,2024-08-10 00:21:23,PLACED,SOUTH
101,182.0,2026-01-25 10:06:23,CANCELLED,EAST
102,191.0,2025-05-06 04:54:07,PLACED,WEST
103,28.0,2026-07-04 13:46:18,RETURNED,NORTH
104,242.0,2025-05-18 21:06:27,CANCELLED,EAST
105,212.0,2025-10-31 13:41:39,SHIPPED,SOUTH
106,176.0,2025-12-03 08:32:20,CANCELLED,SOUTH
107,162.0,2025-08-20 08:47:36,PLACED,WEST
108,171.0,2025-02-19 04:43:10,PLACED,NORTH
109,232.0,2026-01-15 09:50:24,SHIPPED,SOUTH
110,251.0,2025-10-18 18:14:31,SHIPPED,WEST
111,325.0,2024-08-25 07:44:04,CANCELLED,WEST
112,,2026-03-04 13:39:10,DELIVERED,NORTH
113,457.0,2026-04-09 18:43:04,SHIPPED,NORTH
114,,2024-11-24 19:50:12,SHIPPED,EAST
115,160.0,2025-11-21 00:26:28,RETURNED,EAST
116,86.0,2025-07-30 16:14:26,DELIVERED,WEST
117,373.0,2025-06-17 15:34:41,CANCELLED,SOUTH
118,176.0,2024-07-20 00:12:08,SHIPPED,SOUTH
119,486.0,2024-12-15 08:38:29,PLACED,SOUTH
120,115.0,2026-05-03 08:16:33,PLACED,SOUTH
121,64.0,2025-12-03 21:45:19,PLACED,WEST
122,449.0,2026-07-04 15:08:29,RETURNED,NORTH
123,305.0,2026-03-28 02:30:46,PLACED,NORTH
124,354.0,2025-08-18 03:37:24,PLACED,EAST
125,243.0,2025-02-18 20:05:38,PLACED,EAST
126,216.0,2024-12-09 22:53:02,DELIVERED,SOUTH
127,215.0,2024-08-06 19:04:11,RETURNED,NORTH
128,145.0,2026-03-12 14:36:33,SHIPPED,SOUTH
129,399.0,2025-10-20 08:18:50,SHIPPED,EAST
130,361.0,2025-08-12 05:50:52,RETURNED,WEST
131,467.0,2025-08-16 08:00:32,DELIVERED,SOUTH
132,,2026-01-05 04:35:34,PLACED,WEST
133,77.0,2025-01-07 15:12:21,PLACED,NORTH
134,464.0,2025-11-01 12:31:07,DELIVERED,EAST
135,238.0,2024-11-20 07:56:10,PLACED,EAST
136,185.0,2025-12-17 05:16:16,PLACED,NORTH
137,436.0,2024-08-08 16:46:27,SHIPPED,SOUTH
138,169.0,2025-04-17 02:35:08,RETURNED,EAST
139,450.0,2025-01-13 12:36:46,DELIVERED,SOUTH
140,59.0,2025-12-02 10:59:15,DELIVERED,WEST
141,354.0,2024-07-11 21:54:04,SHIPPED,NORTH
142,68.0,2024-11-10 23:31:45,SHIPPED,NORTH
143,214.0,2024-09-17 03:24:48,RETURNED,WEST
144,93.0,2025-02-11 00:22:55,RETURNED,NORTH
145,442.0,2026-03-09 06:42:07,SHIPPED,WEST
146,472.0,2025-05-17 22:31:47,CANCELLED,NORTH
147,33.0,2025-04-11 23:19:22,RETURNED,SOUTH
148,490.0,2025-12-13 19:57:05,RETURNED,NORTH
149,222.0,2025-05-14 14:32:51,DELIVERED,WEST
150,77.0,2025-05-22 14:41:59,RETURNED,NORTH
151,6.0,2025-10-09 21:52:20,CANCELLED,WEST
152,446.0,2024-12-14 06:36:08,DELIVERED,SOUTH
153,170.0,2025-08-17 19:58:10,SHIPPED,WEST
154,207.0,2024-07-23 14:59:55,CANCELLED,WEST
155,46.0,2026-02-04 01:50:01,PLACED,WEST
156,382.0,2026-01-09 05:00:34,CANCELLED,NORTH
157,286.0,2024-09-02 23:39:46,RETURNED,EAST
158,456.0,2026-06-25 15:15:18,CANCELLED,EAST
159,187.0,2024-09-19 17:21:34,CANCELLED,EAST
160,287.0,2025-09-11 13:41:44,DELIVERED,WEST
161,59.0,2025-02-17 15:53:40,PLACED,EAST
162,182.0,2026-01-26 16:45:09,DELIVERED,EAST
163,360.0,2026-04-17 04:28:59,CANCELLED,SOUTH
164,421.0,2025-09-18 23:11:02,PLACED,EAST
165,313.0,2026-06-22 09:32:58,CANCELLED,SOUTH
166,235.0,2025-10-07 11:11:38,DELIVERED,NORTH
167,388.0,2025-04-08 01:30:42,RETURNED,NORTH
168,396.0,2025-04-07 13:57:04,RETURNED,SOUTH
169,494.0,2026-04-06 02:50:43,PLACED,WEST
170,430.0,2025-02-11 11:01:33,SHIPPED,SOUTH
171,375.0,2025-01-03 11:00:00,RETURNED,EAST
172,259.0,2025-10-25 15:58:45,RETURNED,SOUTH
173,141.0,2024-12-09 18:45:30,DELIVERED,WEST
174,413.0,2025-06-29 21:52:06,RETURNED,EAST
175,432.0,2026-07-03 19:40:05,RETURNED,SOUTH
176,103.0,2025-05-21 10:50:25,DELIVERED,SOUTH
177,364.0,2025-10-01 05:35:03,RETURNED,EAST
178,364.0,2024-07-15 07:15:19,CANCELLED,WEST
179,346.0,2025-01-30 11:56:34,DELIVERED,WEST
180,,2024-11-24 15:25:51,CANCELLED,SOUTH
181,28.0,2025-05-23 22:05:08,SHIPPED,EAST
182,350.0,2025-08-08 21:30:29,DELIVERED,SOUTH
183,386.0,2024-10-02 09:11:48,CANCELLED,NORTH
184,316.0,2025-09-18 14:10:38,SHIPPED,WEST
185,122.0,2024-09-05 21:55:06,DELIVERED,NORTH
186,475.0,2025-08-06 12:17:57,DELIVERED,NORTH
187,7.0,2025-02-25 05:47:51,CANCELLED,SOUTH
188,467.0,2025-04-01 17:58:10,DELIVERED,SOUTH
189,398.0,2024-10-10 13:45:06,CANCELLED,SOUTH
190,350.0,2026-03-27 08:28:27,RETURNED,NORTH
191,,2025-08-14 08:54:12,DELIVERED,SOUTH
192,83.0,2025-01-27 20:17:56,DELIVERED,WEST
193,364.0,2026-05-23 04:28:37,DELIVERED,NORTH
194,397.0,2025-09-02 11:47:31,DELIVERED,WEST
195,405.0,2026-04-04 06:42:40,DELIVERED,SOUTH
196,490.0,2026-03-19 22:23:37,RETURNED,SOUTH
197,213.0,2025-10-01 05:20:41,DELIVERED,SOUTH
198,453.0,2025-01-21 23:31:17,DELIVERED,EAST
199,112.0,2026-01-01 21:13:13,CANCELLED,NORTH
200,59.0,2025-06-20 14:21:06,RETURNED,SOUTH
201,,2025-04-30 13:49:55,CANCELLED,NORTH
202,198.0,2025-09-22 02:46:11,PLACED,EAST
203,264.0,2025-07-22 08:03:38,PLACED,EAST
204,460.0,2026-03-01 17:46:29,PLACED,NORTH
205,86.0,2025-01-16 15:29:17,RETURNED,NORTH
206,321.0,2026-02-20 00:52:17,SHIPPED,WEST
207,428.0,2025-04-01 12:16:53,CANCELLED,NORTH
208,383.0,06-03-2026,DELIVERED,NORTH
209,45.0,2025-07-03 02:06:02,DELIVERED,NORTH
210,295.0,2025-12-23 02:23:30,CANCELLED,WEST
211,231.0,2025-07-04 12:59:51,PLACED,WEST
212,345.0,08-06-2026,RETURNED,NORTH
213,388.0,2025-10-10 11:47:06,PLACED,EAST
214,476.0,2026-05-12 05:49:29,DELIVERED,NORTH
215,145.0,2024-08-01 22:24:00,CANCELLED,NORTH
216,243.0,2025-07-21 01:07:16,CANCELLED,EAST
217,492.0,2024-10-09 23:56:39,DELIVERED,NORTH
218,284.0,2025-01-27 22:39:17,PLACED,NORTH
219,294.0,2024-09-02 03:50:55,PLACED,EAST
220,108.0,2025-05-04 22:05:32,DELIVERED,SOUTH
221,212.0,2025-11-15 20:51:29,SHIPPED,SOUTH
222,95.0,2026-03-16 06:09:35,SHIPPED,NORTH
223,93.0,2024-12-29 20:46:13,PLACED,WEST
224,331.0,2025-12-19 11:07:06,PLACED,EAST
225,51.0,2026-01-07 07:24:57,DELIVERED,EAST
226,66.0,2025-01-06 06:45:16,DELIVERED,NORTH
227,461.0,2026-03-25 04:38:08,DELIVERED,EAST
228,356.0,2025-03-13 22:11:34,DELIVERED,EAST
229,491.0,28-05-2025,SHIPPED,SOUTH
230,365.0,2025-04-11 22:44:15,DELIVERED,SOUTH
231,348.0,2025-08-16 20:52:57,CANCELLED,WEST
232,184.0,2025-08-31 17:49:17,PLACED,SOUTH
233,331.0,2024-07-19 05:47:58,SHIPPED,SOUTH
234,135.0,2026-01-07 00:45:02,PLACED,NORTH
235,435.0,2026-04-19 01:27:02,RETURNED,WEST
236,394.0,2025-02-01 05:44:24,RETURNED,EAST
237,279.0,2025-01-20 12:24:12,SHIPPED,EAST
238,201.0,2025-02-19 20:00:43,DELIVERED,SOUTH
239,238.0,2024-09-21 22:22:03,DELIVERED,NORTH
240,340.0,2025-05-17 13:09:07,RETURNED,SOUTH
241,388.0,2025-12-16 23:11:07,SHIPPED,SOUTH
242,377.0,2026-02-13 06:58:06,PLACED,SOUTH
243,390.0,2026-04-10 10:29:15,DELIVERED,SOUTH
244,22.0,2025-04-03 07:45:19,DELIVERED,WEST
245,241.0,2024-09-08 17:49:33,PLACED,EAST
246,53.0,2025-09-15 10:08:07,DELIVERED,EAST
247,297.0,2026-07-05 03:01:49,CANCELLED,EAST
248,301.0,2024-11-27 07:45:41,RETURNED,EAST
249,193.0,2025-07-16 20:11:01,CANCELLED,EAST
250,419.0,2025-03-12 11:33:31,CANCELLED,NORTH
251,257.0,2025-04-12 06:58:14,SHIPPED,NORTH
252,264.0,2024-12-28 10:54:50,SHIPPED,SOUTH
253,186.0,2026-06-06 07:48:33,SHIPPED,WEST
254,416.0,2025-09-30 07:19:28,CANCELLED,WEST
255,108.0,2025-02-05 16:28:56,CANCELLED,NORTH
256,,2024-11-30 15:53:42,SHIPPED,SOUTH
257,323.0,2026-02-11 05:54:24,SHIPPED,NORTH
258,86.0,2025-12-24 06:35:21,CANCELLED,NORTH
259,450.0,2026-07-04 05:45:39,DELIVERED,NORTH
260,111.0,2026-06-18 10:49:24,CANCELLED,SOUTH
261,113.0,2024-12-06 09:31:30,RETURNED,SOUTH
262,320.0,2025-08-03 06:34:04,DELIVERED,WEST
263,306.0,2026-02-04 05:18:51,CANCELLED,SOUTH
264,,2024-12-13 18:36:00,RETURNED,WEST
265,424.0,2025-01-10 02:40:45,CANCELLED,NORTH
266,450.0,2026-02-02 21:56:15,PLACED,NORTH
267,247.0,2025-01-15 16:48:23,RETURNED,NORTH
268,460.0,2026-05-20 13:38:43,CANCELLED,WEST
269,190.0,2025-02-02 20:03:39,CANCELLED,SOUTH
270,481.0,2024-12-19 07:10:45,CANCELLED,EAST
271,302.0,2025-01-05 17:17:03,RETURNED,NORTH
272,218.0,2024-12-16 04:23:19,SHIPPED,NORTH
273,146.0,2026-04-21 04:57:53,DELIVERED,SOUTH
274,3.0,2025-01-21 15:12:22,RETURNED,NORTH
275,,2026-04-22 06:57:18,DELIVERED,WEST
276,186.0,2025-11-04 04:01:41,RETURNED,EAST
277,134.0,2025-04-14 05:22:38,DELIVERED,EAST
278,349.0,2024-11-09 20:30:51,RETURNED,WEST
279,92.0,2026-03-08 17:00:42,DELIVERED,EAST
280,296.0,2024-10-02 13:22:43,SHIPPED,NORTH
281,383.0,2024-10-12 19:14:35,SHIPPED,NORTH
282,110.0,2026-06-26 10:05:46,RETURNED,NORTH
283,83.0,2024-09-10 15:39:37,PLACED,SOUTH
284,242.0,2025-12-18 14:35:49,PLACED,EAST
285,114.0,2025-12-08 23:40:02,CANCELLED,WEST
286,315.0,2025-07-29 08:29:05,RETURNED,NORTH
287,485.0,2025-10-31 11:06:37,CANCELLED,WEST
288,6.0,2024-07-16 20:01:13,RETURNED,EAST
289,,2026-02-25 07:05:26,RETURNED,SOUTH
290,315.0,2026-05-08 09:50:57,SHIPPED,NORTH
291,500.0,2025-09-05 06:21:07,CANCELLED,EAST
292,343.0,2024-08-13 12:23:16,RETURNED,NORTH
293,378.0,2026-05-01 08:36:33,RETURNED,EAST
294,372.0,2025-07-21 07:07:19,DELIVERED,EAST
295,494.0,2025-04-26 00:09:03,SHIPPED,WEST
296,477.0,05-11-2025,SHIPPED,WEST
297,260.0,2025-03-13 16:20:36,DELIVERED,EAST
298,485.0,2025-07-29 02:26:09,DELIVERED,EAST
299,356.0,2026-06-09 06:44:19,CANCELLED,SOUTH
300,388.0,2026-05-26 23:20:19,CANCELLED,NORTH
301,247.0,2026-06-08 09:50:01,SHIPPED,SOUTH
302,410.0,2025-09-30 22:21:48,RETURNED,NORTH
303,359.0,2026-05-17 11:34:15,PLACED,WEST
304,345.0,2025-02-10 01:56:27,RETURNED,SOUTH
305,244.0,2025-07-27 21:49:15,RETURNED,EAST
306,94.0,2024-11-30 17:31:28,SHIPPED,WEST
307,378.0,2026-02-25 07:25:42,DELIVERED,SOUTH
308,118.0,2026-06-23 04:09:03,RETURNED,EAST
309,80.0,2025-08-12 16:46:03,PLACED,WEST
310,,2025-02-14 09:05:40,PLACED,WEST
311,191.0,2025-05-16 17:33:27,RETURNED,EAST
312,252.0,2024-12-31 04:39:20,RETURNED,EAST
313,204.0,2026-02-14 08:43:01,PLACED,WEST
314,245.0,2025-10-02 14:21:51,DELIVERED,WEST
315,441.0,2024-10-19 07:13:26,PLACED,WEST
316,162.0,22-08-2024,SHIPPED,WEST
317,298.0,2025-08-24 00:57:54,DELIVERED,SOUTH
318,281.0,2026-03-24 12:01:02,RETURNED,EAST
319,188.0,2025-06-05 09:06:57,CANCELLED,EAST
320,187.0,2025-07-18 05:04:42,SHIPPED,SOUTH
321,295.0,2026-07-11 12:58:26,DELIVERED,SOUTH
322,285.0,2025-09-04 17:11:28,SHIPPED,SOUTH
323,243.0,2024-08-05 23:33:28,CANCELLED,SOUTH
324,458.0,2025-08-05 23:21:46,DELIVERED,WEST
325,154.0,2025-04-07 10:28:53,PLACED,WEST
326,51.0,2025-05-13 11:57:41,DELIVERED,WEST
327,430.0,2026-05-10 23:34:01,DELIVERED,EAST
328,185.0,2025-12-26 18:49:32,DELIVERED,EAST
329,11.0,2026-03-06 08:26:39,RETURNED,SOUTH
330,296.0,2024-11-24 11:03:39,SHIPPED,EAST
331,182.0,2025-07-01 19:17:52,CANCELLED,NORTH
332,196.0,2024-10-13 04:22:17,SHIPPED,SOUTH
333,328.0,2026-01-05 00:46:05,RETURNED,WEST
334,435.0,2025-08-18 04:35:24,DELIVERED,SOUTH
335,161.0,2025-07-04 00:53:00,DELIVERED,WEST
336,139.0,2025-03-13 20:42:43,DELIVERED,WEST
337,212.0,2025-12-29 00:21:43,SHIPPED,SOUTH
338,339.0,2024-07-18 05:28:49,PLACED,SOUTH
339,86.0,2024-07-20 20:53:11,CANCELLED,NORTH
340,14.0,2025-12-17 06:44:16,PLACED,NORTH
341,135.0,2024-12-22 09:15:19,CANCELLED,EAST
342,118.0,2025-05-02 09:35:48,SHIPPED,SOUTH
343,270.0,05-10-2025,DELIVERED,EAST
344,443.0,2024-09-27 22:37:18,RETURNED,EAST
345,281.0,2025-03-21 11:06:59,RETURNED,SOUTH
346,303.0,2025-04-18 13:18:07,RETURNED,WEST
347,269.0,2025-10-30 15:33:27,DELIVERED,WEST
348,277.0,2026-05-12 02:26:45,DELIVERED,EAST
349,212.0,2025-01-29 09:43:09,PLACED,SOUTH
350,177.0,2024-12-04 01:19:13,CANCELLED,WEST
351,,2025-09-10 18:30:32,DELIVERED,SOUTH
352,,2025-01-31 20:24:26,CANCELLED,WEST
353,203.0,2025-01-11 21:08:25,CANCELLED,WEST
354,113.0,2025-02-05 22:40:46,SHIPPED,EAST
355,146.0,2025-07-12 19:03:37,DELIVERED,WEST
356,97.0,2025-10-30 21:15:39,DELIVERED,NORTH
357,327.0,2025-04-04 04:19:39,RETURNED,WEST
358,97.0,2025-04-21 21:52:01,RETURNED,NORTH
359,96.0,2024-12-01 12:56:44,SHIPPED,WEST
360,,2025-08-03 02:17:36,PLACED,WEST
361,112.0,2025-06-05 23:24:52,CANCELLED,EAST
362,238.0,2024-12-22 05:09:22,PLACED,SOUTH
363,29.0,2025-06-02 05:00:18,RETURNED,WEST
364,93.0,2026-01-06 22:46:35,CANCELLED,NORTH
365,63.0,2026-02-15 22:29:30,CANCELLED,WEST
366,127.0,2025-04-26 20:54:03,CANCELLED,NORTH
367,267.0,2025-04-21 06:05:35,CANCELLED,EAST
368,480.0,2026-05-06 06:20:20,PLACED,NORTH
369,130.0,2025-05-18 20:08:01,DELIVERED,NORTH
370,443.0,2025-02-13 21:13:07,SHIPPED,WEST
371,,2025-06-26 18:44:37,RETURNED,NORTH
372,203.0,28-11-2024,PLACED,WEST
373,353.0,2025-09-28 12:23:44,PLACED,SOUTH
374,81.0,2024-10-21 13:09:27,DELIVERED,NORTH
375,31.0,2025-10-01 23:57:53,RETURNED,NORTH
376,65.0,2025-12-26 12:44:07,RETURNED,EAST
377,413.0,2025-01-05 05:20:21,PLACED,WEST
378,184.0,2026-04-05 02:09:37,PLACED,WEST
379,362.0,2024-09-27 06:15:11,CANCELLED,SOUTH
380,291.0,2026-01-22 13:31:13,CANCELLED,EAST
381,445.0,2025-02-06 08:45:44,RETURNED,SOUTH
382,36.0,2026-03-28 05:49:31,DELIVERED,EAST
383,,2025-01-10 20:16:24,CANCELLED,SOUTH
384,,2025-09-16 00:50:06,RETURNED,SOUTH
385,165.0,2025-06-12 09:41:16,RETURNED,WEST
386,98.0,2026-05-07 19:17:53,RETURNED,SOUTH
387,314.0,2025-05-03 12:43:38,DELIVERED,NORTH
388,50.0,2024-12-10 23:25:46,SHIPPED,SOUTH
389,,2024-11-01 23:16:14,SHIPPED,NORTH
390,17.0,2026-03-25 02:19:31,CANCELLED,EAST
391,26.0,2026-02-05 07:58:02,PLACED,NORTH
392,477.0,2024-11-04 20:19:27,PLACED,WEST
393,411.0,2025-07-14 01:39:48,CANCELLED,EAST
394,407.0,2026-03-29 11:17:35,DELIVERED,NORTH
395,376.0,2024-07-19 06:09:21,SHIPPED,NORTH
396,52.0,2024-11-25 20:44:40,SHIPPED,SOUTH
397,270.0,2025-06-04 02:15:40,SHIPPED,WEST
398,383.0,2025-08-03 17:43:29,DELIVERED,WEST
399,360.0,2024-10-24 03:16:48,SHIPPED,SOUTH
400,282.0,2026-06-05 12:18:49,SHIPPED,WEST
401,478.0,2026-05-02 10:19:19,DELIVERED,EAST
402,212.0,2025-11-13 12:45:05,DELIVERED,SOUTH
403,289.0,2025-08-17 06:15:17,RETURNED,EAST
404,185.0,2025-08-30 10:42:11,CANCELLED,NORTH
405,,2026-01-22 08:45:52,PLACED,SOUTH
406,456.0,2025-03-13 22:07:43,SHIPPED,SOUTH
407,439.0,2026-03-13 16:12:48,DELIVERED,SOUTH
408,,2025-07-24 15:48:15,SHIPPED,EAST
409,188.0,2025-03-01 17:35:20,DELIVERED,EAST
410,48.0,2025-01-22 15:02:29,SHIPPED,NORTH
411,371.0,2025-09-21 07:33:59,CANCELLED,NORTH
412,305.0,2026-05-09 12:10:59,RETURNED,WEST
413,41.0,2025-09-25 17:44:56,DELIVERED,EAST
414,451.0,2024-08-17 17:54:44,PLACED,SOUTH
415,383.0,2025-05-17 03:17:46,PLACED,WEST
416,28.0,2024-09-26 13:34:13,RETURNED,SOUTH
417,168.0,2025-12-30 01:12:15,PLACED,WEST
418,498.0,2024-11-15 13:27:35,RETURNED,NORTH
419,114.0,2024-08-27 07:42:20,SHIPPED,SOUTH
420,173.0,2024-12-26 01:08:54,PLACED,WEST
421,135.0,2026-04-04 19:12:53,SHIPPED,SOUTH
422,247.0,2025-01-25 04:50:58,RETURNED,SOUTH
423,288.0,2025-07-16 19:53:06,SHIPPED,SOUTH
424,37.0,2026-04-24 08:06:45,RETURNED,NORTH
425,58.0,2025-11-12 22:01:44,DELIVERED,SOUTH
426,165.0,2024-09-24 11:44:37,DELIVERED,SOUTH
427,180.0,2025-06-26 02:26:52,CANCELLED,SOUTH
428,,2026-02-10 00:46:12,SHIPPED,EAST
429,80.0,2025-03-28 14:59:47,PLACED,NORTH
430,125.0,2025-01-29 10:59:37,DELIVERED,NORTH
431,176.0,2025-04-18 01:21:58,CANCELLED,WEST
432,12.0,2025-04-17 13:08:52,SHIPPED,SOUTH
433,280.0,2025-09-19 22:13:41,CANCELLED,SOUTH
434,356.0,17-09-2025,RETURNED,NORTH
435,131.0,2026-07-05 11:23:17,RETURNED,EAST
436,28.0,2026-04-01 20:20:12,PLACED,WEST
437,339.0,2025-01-27 20:41:56,DELIVERED,NORTH
438,10.0,2025-04-04 23:47:10,CANCELLED,SOUTH
439,195.0,2024-07-27 02:18:13,DELIVERED,WEST
440,444.0,2025-05-27 12:19:33,SHIPPED,WEST
441,288.0,13-10-2024,SHIPPED,EAST
442,171.0,2025-04-10 09:20:50,PLACED,EAST
443,351.0,2026-05-16 09:28:07,SHIPPED,EAST
444,416.0,2025-12-21 12:56:41,CANCELLED,NORTH
445,484.0,2025-10-25 01:18:06,SHIPPED,EAST
446,460.0,2024-12-13 05:23:39,CANCELLED,SOUTH
447,214.0,2025-10-02 17:52:47,DELIVERED,EAST
448,230.0,2025-10-01 23:59:49,SHIPPED,SOUTH
449,442.0,2025-11-28 10:55:01,RETURNED,SOUTH
450,221.0,2025-11-27 21:13:27,SHIPPED,SOUTH
451,163.0,2025-09-02 21:45:46,PLACED,SOUTH
452,163.0,2024-11-24 06:11:09,PLACED,EAST
453,451.0,2026-03-09 18:33:44,DELIVERED,WEST
454,382.0,2025-02-17 18:02:15,DELIVERED,SOUTH
455,399.0,2025-04-13 12:15:31,PLACED,EAST
456,311.0,2025-03-21 04:40:06,SHIPPED,SOUTH
457,,2025-12-16 13:46:13,CANCELLED,SOUTH
458,258.0,2025-08-12 03:55:19,DELIVERED,SOUTH
459,437.0,2025-07-25 08:05:18,SHIPPED,SOUTH
460,,2026-03-05 10:49:41,PLACED,EAST
461,487.0,2026-02-03 18:23:21,SHIPPED,SOUTH
462,34.0,2025-06-23 19:55:39,CANCELLED,WEST
463,353.0,2026-06-02 16:29:50,SHIPPED,WEST
464,208.0,2024-09-10 14:10:06,CANCELLED,EAST
465,202.0,2025-05-03 16:13:28,RETURNED,NORTH
466,267.0,2025-10-31 08:04:05,PLACED,SOUTH
