product_id,product_name,category,subcategory,cost_price
81,   lamp   ,Home,Blanditiis,19823.64
82,Laptop,Electronics,Consequatur,47271.67
83,Jacket,Clothing,Doloremque,6087.22
84,Fan,Home,Quidem,19072.35
85,Jacket,Clothing,Quibusdam,43102.04
86,   camera   ,Electronics,Ab,46066.01
87,Magazine,Books,Sunt,35504.0
88,Lamp,Home,At,1140.74
89,Biography,Books,Eos,30944.45
90,Novel,Books,Velit,5382.57
91,Fan,Home,Suscipit,19848.76
92,Dictionary,Books,Error,38977.98
93,Laptop,Electronics,Vitae,9775.79
94,Dictionary,Books,Nisi,40965.54
95,Jeans,Clothing,Corporis,12872.81
96,Jeans,Clothing,Enim,32809.9
97,Shoes,Clothing,Quidem,28230.4
98,Lamp,Home,Voluptates,31398.15
99,Shoes,Clothing,Nostrum,22166.18
100,Dictionary,Books,Tenetur,17661.92
101,Headphones,Electronics,Aut,1976.6
102,Dictionary,Books,Vitae,43226.08
103,Camera,Electronics,Dolor,27760.39
104,Camera,Electronics,Alias,28625.67
105,Jacket,Clothing,Officia,25118.23
106,Camera,Electronics,Iure,44966.43
107,Novel,Books,Amet,8710.69
108,Shoes,Clothing,Commodi,26251.02
109,Jacket,Clothing,Aut,14216.39
110,Lamp,Home,Asperiores,2713.04
111,Novel,Books,Dolorum,27942.36
112,Lamp,Home,Explicabo,42593.16
113,Jacket,Clothing,Quos,33214.24
114,Dictionary,Books,Aut,34954.15
115,Table,Home,Repellat,46906.31
116,Magazine,Books,Eum,16490.98
117,T-Shirt,Clothing,Facilis,21227.98
118,Novel,Books,Nemo,9095.12
119,Jacket,Clothing,Molestias,24364.92
120,Jeans,Clothing,Odio,14860.03
121,Laptop,Electronics,Suscipit,43832.0
122,Shoes,Clothing,Necessitatibus,9124.21
123,   shoes   ,Clothing,Non,18278.54
124,Shoes,Clothing,Ipsam,37644.32
125,Table,Home,Ad,15542.45
126,Table,Home,Molestias,47361.8
127,Fan,Home,Veniam,38928.39
128,Table,Home,Cumque,40082.84
129,Jacket,Clothing,Quibusdam,24081.47
130,Novel,Books,Ab,25843.88
131,Headphones,Electronics,Temporibus,8099.59
132,Table,Home,Sit,4676.51
133,Shoes,Clothing,At,46530.55
134,Chair,Home,Reprehenderit,18760.68
135,Chair,Home,Aperiam,1506.56
136,Headphones,Electronics,Voluptates,6966.22
137,Magazine,Books,Aut,7025.76
138,Fan,Home,Magnam,45302.29
139,Headphones,Electronics,Provident,7561.03
140,Chair,Home,Corrupti,11958.25
141,Laptop,Electronics,Illum,31983.69
142,Chair,Home,Vitae,45266.83
143,Phone,Electronics,Incidunt,14634.47
144,Headphones,Electronics,Sequi,20886.72
145,Headphones,Electronics,Commodi,26350.37
146,Camera,Electronics,Id,2272.37
147,Lamp,Home,Nulla,910.49
148,Headphones,Electronics,Modi,32889.51
149,Headphones,Electronics,Nam,17679.72
150,Biography,Books,Ut,34265.66
151,Table,Home,Aliquam,3248.72
152,Chair,Home,Pariatur,2285.93
153,T-Shirt,Clothing,Dolore,15572.79
154,Fan,Home,Quibusdam,37689.22
155,Jacket,Clothing,Est,39063.99
156,Dictionary,Books,Deleniti,18464.16
157,Fan,Home,Mollitia,19393.57
158,Shoes,Clothing,Quisquam,18430.61
159,Novel,Books,Impedit,4038.46
160,Jacket,Clothing,Tempora,4095.44
161,Dictionary,Books,Dicta,35911.38
162,Shoes,Clothing,In,2213.52
163,Magazine,Books,Veritatis,49003.36
164,Laptop,Electronics,Tenetur,20369.89
165,T-Shirt,Clothing,Minima,30417.89
166,Chair,Home,Accusamus,11876.17
167,Dictionary,Books,Quod,28405.51
168,Shoes,Clothing,Quos,18663.47
169,Phone,Electronics,Dicta,19961.9
170,Biography,Books,Cupiditate,1393.08
171,Shoes,Clothing,Animi,45685.77
172,Headphones,Electronics,Ab,35231.49
173,Jacket,Clothing,Rem,49931.58
174,T-Shirt,Clothing,Saepe,3795.2
175,Shoes,Clothing,Mollitia,40544.61
176,Dictionary,Books,Quidem,27544.86
177,Dictionary,Books,Quo,35619.27
178,Jacket,Clothing,Blanditiis,6155.99
179,Jeans,Clothing,Inventore,24751.69
180,Dictionary,Books,Eos,49152.3
181,T-Shirt,Clothing,Laborum,19968.18
182,Fan,Home,Error,41184.64
183,Phone,Electronics,Neque,32152.7
184,Fan,Home,Tenetur,17291.29
185,Jeans,Clothing,Quam,45544.54
186,Laptop,Electronics,Dicta,15275.81
187,Jacket,Clothing,Dolorem,11350.97
188,Novel,Books,Ea,31789.35
189,Biography,Books,Est,30759.97
190,Phone,Electronics,Sint,29074.26
191,Jacket,Clothing,Explicabo,28224.54
192,   laptop   ,Electronics,Earum,32108.54
193,Biography,Books,Cum,20887.68
194,Camera,Electronics,Ducimus,27324.32
195,Magazine,Books,Velit,40386.73
196,Lamp,Home,Reiciendis,34461.82
197,Shoes,Clothing,Asperiores,23275.66
198,Biography,Books,Quo,35946.31
199,Magazine,Books,Officiis,18589.96
200,Headphones,Electronics,Tenetur,6213.84
201,Table,Home,Quo,2625.2
202,Fan,Home,Aut,43278.84
203,Jacket,Clothing,Illum,36084.31
204,Jeans,Clothing,Velit,25784.77
205,Lamp,Home,Atque,4593.45
206,Fan,Home,Explicabo,10835.71
207,Novel,Books,Consequuntur,24795.22
208,Lamp,Home,Eius,42373.9
209,Table,Home,Repellendus,36402.65
210,   lamp   ,Home,Placeat,2652.77
211,Jacket,Clothing,Iure,3769.23
212,Lamp,Home,Magnam,31199.75
213,Phone,Electronics,Debitis,19755.8
214,Dictionary,Books,Velit,10032.99
215,   chair   ,Home,Ullam,6938.12
216,Magazine,Books,Ex,7532.14
217,Jacket,Clothing,Consequuntur,15994.65
218,Lamp,Home,Id,25415.02
219,Lamp,Home,Sit,930.18
220,Novel,Books,Atque,29226.74
221,Camera,Electronics,Earum,32813.99
222,T-Shirt,Clothing,Ipsum,8608.55
223,Table,Home,Placeat,12185.61
224,   phone   ,Electronics,Odio,15753.25
225,Shoes,Clothing,Iure,20577.83
226,Chair,Home,Sint,25982.29
227,Magazine,Books,Unde,15756.25
228,Shoes,Clothing,Inventore,17182.12
229,Dictionary,Books,Voluptate,9693.98
230,Jacket,Clothing,Reprehenderit,11320.87
231,Dictionary,Books,Dolor,34542.97
232,Lamp,Home,Recusandae,28068.33
233,Dictionary,Books,Reiciendis,33863.45
234,Fan,Home,Maiores,47734.98
235,   jacket   ,Clothing,Ipsam,47770.15
236,Headphones,Electronics,Nobis,32833.01
237,Table,Home,Dolores,26975.04
238,Biography,Books,Ab,37070.46
239,Jeans,Clothing,Ipsam,45268.69
240,Jeans,Clothing,Expedita,20723.74
241,Chair,Home,Est,6959.61
242,Shoes,Clothing,Temporibus,44044.31
243,Fan,Home,Nostrum,37819.96
244,Dictionary,Books,Harum,3052.21
245,Phone,Electronics,Magni,36183.57
246,Phone,Electronics,Deleniti,41896.48
247,Camera,Electronics,Veritatis,9396.95
248,   novel   ,Books,Iure,28441.3
249,Headphones,Electronics,Perferendis,49456.06
250,Table,Home,Officiis,23454.24
251,T-Shirt,Clothing,Occaecati,36582.85
252,   biography   ,Books,Magnam,16921.9
253,Biography,Books,Inventore,42821.71
254,Fan,Home,Placeat,4428.21
255,Phone,Electronics,Quod,23924.96
256,T-Shirt,Clothing,Corrupti,11852.51
257,Dictionary,Books,Doloribus,36171.84
258,Headphones,Electronics,Tenetur,34669.15
259,Laptop,Electronics,Sequi,8069.87
260,Novel,Books,Beatae,47037.72
261,Biography,Books,Hic,6765.08
262,Shoes,Clothing,Deserunt,30326.37
263,Fan,Home,Quidem,40119.55
264,Jeans,Clothing,Eius,29831.14
265,Camera,Electronics,Fuga,18153.06
266,Laptop,Electronics,Sunt,45154.12
267,Jeans,Clothing,Autem,42738.85
268,Chair,Home,Autem,35874.21
269,Chair,Home,Ad,22329.59
270,Camera,Electronics,Quae,20829.69
271,Camera,Electronics,Suscipit,15477.66
272,Camera,Electronics,Aliquam,250.47
273,   t-shirt   ,Clothing,Repellendus,17291.99
274,Laptop,Electronics,Repellendus,3544.06
275,Chair,Home,Necessitatibus,9081.07
276,Shoes,Clothing,Rerum,44577.55
277,Fan,Home,Error,34168.24
278,Jacket,Clothing,Amet,49643.05
279,Table,Home,Quod,11212.24
280,Laptop,Electronics,Facilis,23203.89
281,Fan,Home,Quisquam,12450.85
282,Biography,Books,Quis,46876.78
283,Laptop,Electronics,Optio,21020.11
284,Phone,Electronics,Ullam,5134.75
285,Camera,Electronics,Distinctio,35193.98
286,Phone,Electronics,Maiores,20173.04
287,Jeans,Clothing,Mollitia,38825.57
288,Jacket,Clothing,Et,45828.21
289,Dictionary,Books,Repudiandae,43825.29
290,Shoes,Clothing,Illum,3141.79
291,Shoes,Clothing,Deleniti,2439.52
292,Magazine,Books,Officiis,16004.85
293,Fan,Home,Provident,18885.36
294,Table,Home,Quaerat,15106.75
295,Shoes,Clothing,Consectetur,28163.06
296,Table,Home,Nam,12824.28
297,Novel,Books,Maiores,42371.96
298,Phone,Electronics,Provident,18920.68
299,Laptop,Electronics,Accusamus,38108.65
300,Shoes,Clothing,Ut,45360.94
301,Novel,Books,Excepturi,9582.18
302,Camera,Electronics,Sint,34811.75
303,Shoes,Clothing,Vitae,27648.76
304,Magazine,Books,Doloremque,32471.19
305,Dictionary,Books,Quam,44152.32
306,Chair,Home,Deserunt,36148.44
307,Biography,Books,Occaecati,20755.12
308,   jeans   ,Clothing,Dolore,27710.25
309,Lamp,Home,Dolorum,16560.28
310,Table,Home,Recusandae,32764.94
311,Dictionary,Books,Recusandae,24482.19
312,Fan,Home,Unde,39769.28
313,Jeans,Clothing,Dignissimos,24466.98
314,Laptop,Electronics,Perspiciatis,3809.09
315,Laptop,Electronics,Magnam,42142.98
316,T-Shirt,Clothing,Animi,556.16
317,Lamp,Home,Est,31922.66
318,   fan   ,Home,Placeat,26657.4
319,   chair   ,Home,Eveniet,36137.42
320,Novel,Books,At,34923.17
321,Table,Home,Fuga,4906.06
322,Jeans,Clothing,Maxime,26370.15
323,Dictionary,Books,Eveniet,4043.06
324,Fan,Home,Animi,49512.63
325,Jacket,Clothing,Velit,42408.57
326,Laptop,Electronics,Enim,18920.76
327,Chair,Home,Quas,35171.97
328,Camera,Electronics,Magni,32280.87
329,Novel,Books,Molestias,45965.7
330,Jeans,Clothing,Optio,34645.16
331,   lamp   ,Home,Odit,3809.97
332,Novel,Books,Aperiam,42536.34
333,Phone,Electronics,Animi,37637.5
334,Chair,Home,Totam,28241.51
335,Lamp,Home,Iste,37013.28
336,Headphones,Electronics,Corporis,21910.7
337,Headphones,Electronics,Voluptatibus,30731.88
338,   lamp   ,Home,Quasi,13739.02
339,Fan,Home,Tempora,27696.58
340,Fan,Home,Harum,29335.17
341,Chair,Home,Fuga,14839.44
342,T-Shirt,Clothing,Repellendus,7795.63
343,Shoes,Clothing,Quisquam,5416.89
344,Headphones,Electronics,Reiciendis,38091.19
345,Phone,Electronics,Doloribus,21605.88
346,   chair   ,Home,Minus,17760.32
347,Headphones,Electronics,Ullam,715.8
348,Fan,Home,Minus,36269.71
349,Jeans,Clothing,Maiores,8558.14
350,Dictionary,Books,Repudiandae,7382.15
351,Shoes,Clothing,Ullam,15057.64
352,Headphones,Electronics,Autem,12404.84
353,Table,Home,Quas,6860.93
354,Camera,Electronics,Explicabo,31047.59
355,Magazine,Books,Minus,40792.23
356,Jacket,Clothing,Et,47369.22
357,Shoes,Clothing,Quas,48232.27
358,Dictionary,Books,Necessitatibus,31681.83
359,Jacket,Clothing,Libero,40843.08
360,Lamp,Home,Laborum,28236.14
361,T-Shirt,Clothing,Placeat,23134.95
362,Shoes,Clothing,Perspiciatis,41580.96
363,Camera,Electronics,Sed,7045.04
364,Biography,Books,Ab,7791.75
365,Fan,Home,Provident,49535.96
366,Fan,Home,Deserunt,46182.44
367,Chair,Home,Nulla,18040.52
368,Laptop,Electronics,Doloremque,32914.32
369,Biography,Books,Eum,2310.41
370,Lamp,Home,Autem,21579.73
371,Laptop,Electronics,Quam,25582.74
372,Shoes,Clothing,Temporibus,23206.85
373,Jacket,Clothing,Hic,24190.28
374,Magazine,Books,Error,4384.15
375,Jacket,Clothing,Distinctio,22821.1
376,Shoes,Clothing,Ea,4971.39
377,Lamp,Home,Dolore,2329.68
378,Laptop,Electronics,Magni,32433.7
379,Jeans,Clothing,Sed,27640.32
380,Magazine,Books,Cumque,11669.59
381,Table,Home,Ut,32899.66
382,Chair,Home,Eum,44166.56
383,Fan,Home,Nesciunt,35266.31
384,Jacket,Clothing,Iure,40455.62
385,Laptop,Electronics,Cum,26890.76
386,Dictionary,Books,Perspiciatis,5786.35
387,Lamp,Home,Veniam,30604.29
388,Headphones,Electronics,Perferendis,22947.24
389,Jacket,Clothing,Perferendis,29549.4
390,Jacket,Clothing,Eos,15338.46
391,Jacket,Clothing,Rerum,25590.16
392,Table,Home,Dolorem,21209.64
393,Table,Home,Tenetur,24533.14
394,Jeans,Clothing,Neque,22604.95
395,Headphones,Electronics,Adipisci,24281.99
396,Shoes,Clothing,Exercitationem,25321.36
397,Fan,Home,Aperiam,20839.96
398,Fan,Home,Debitis,28313.35
399,   jacket   ,Clothing,Rem,11319.69
400,Biography,Books,Rerum,28325.96
401,Chair,Home,Dolorem,13467.66
402,Novel,Books,Deleniti,22124.19
403,Shoes,Clothing,Suscipit,41520.53
404,Jacket,Clothing,Quam,1708.3
405,Dictionary,Books,Animi,4440.45
406,Phone,Electronics,Rem,36906.89
407,Magazine,Books,Dignissimos,7047.82
408,Jeans,Clothing,Aspernatur,28546.71
409,Biography,Books,Doloremque,35232.28
410,Dictionary,Books,Facilis,25769.31
411,Phone,Electronics,Ducimus,39305.98
412,Headphones,Electronics,Quas,6431.72
413,Jeans,Clothing,Necessitatibus,16172.63
414,Shoes,Clothing,Sapiente,28913.53
415,Magazine,Books,Recusandae,3868.26
416,Camera,Electronics,Tempore,13983.46
417,Magazine,Books,Ad,16431.74
418,Laptop,Electronics,Ut,22976.62
419,Novel,Books,Id,19946.02
420,Table,Home,Blanditiis,16210.97
421,Dictionary,Books,Esse,6616.65
422,Lamp,Home,Occaecati,38136.48
423,Laptop,Electronics,Sequi,41851.44
424,Laptop,Electronics,Optio,7983.38
425,Chair,Home,Perspiciatis,21447.19
426,Jacket,Clothing,Dolores,46643.01
427,Novel,Books,Est,12594.42
428,Biography,Books,Neque,31317.65
429,Shoes,Clothing,Sapiente,35214.53
430,Phone,Electronics,Dicta,6721.72
431,   shoes   ,Clothing,Reprehenderit,34810.3
432,Camera,Electronics,Ducimus,23937.24
433,Shoes,Clothing,Soluta,40317.25
434,Headphones,Electronics,Unde,15032.84
435,Table,Home,Quaerat,33889.14
436,Laptop,Electronics,Fuga,8289.42
437,Biography,Books,Doloremque,7653.57
438,Fan,Home,Vitae,4425.73
439,Phone,Electronics,Laboriosam,29519.74
440,Lamp,Home,Odit,15793.73
441,Jeans,Clothing,Saepe,4304.01
442,Novel,Books,Rerum,32954.43
443,Biography,Books,Atque,25525.18
444,Lamp,Home,Eum,39211.7
445,Shoes,Clothing,Minus,12129.98
446,Laptop,Electronics,Molestiae,46702.83
447,Shoes,Clothing,Delectus,28462.18
448,Biography,Books,Corrupti,47727.2
449,Laptop,Electronics,Ad,788.29
450,T-Shirt,Clothing,Eligendi,47439.13
451,Lamp,Home,Quasi,25102.34
452,Fan,Home,Quae,4213.15
453,Jacket,Clothing,Vitae,4043.18
454,Jeans,Clothing,Nihil,19597.5
455,Headphones,Electronics,Distinctio,36524.92
456,T-Shirt,Clothing,Sequi,46238.92
457,Camera,Electronics,Consequatur,2845.93
458,   t-shirt   ,Clothing,Dolorum,6946.87
459,Phone,Electronics,Pariatur,17400.59
460,Biography,Books,Sint,37513.84
461,Novel,Books,Sapiente,1564.88
462,Lamp,Home,Amet,13221.19
463,Camera,Electronics,Quibusdam,18070.18
464,Table,Home,Provident,12830.29
465,Laptop,Electronics,Cumque,25490.36
466,Laptop,Electronics,Consectetur,23641.05
467,Table,Home,Perspiciatis,48021.07
468,Camera,Electronics,Unde,12488.33
469,Dictionary,Books,Delectus,28619.64
470,Laptop,Electronics,Sed,40236.47
471,Camera,Electronics,Quis,23308.2
472,Dictionary,Books,A,27699.26
473,Headphones,Electronics,Veritatis,28233.96
474,Biography,Books,Totam,29625.38
475,Table,Home,Non,27373.31
476,   jeans   ,Clothing,Quasi,20560.8
477,Jacket,Clothing,Nihil,34703.69
478,   headphones   ,Electronics,Maxime,32899.46
479,Novel,Books,Aperiam,49157.48
480,Fan,Home,Voluptatem,48630.71
481,Jacket,Clothing,Quia,46071.59
482,Lamp,Home,Nobis,37420.18
483,Phone,Electronics,Eum,19778.13
484,Camera,Electronics,Perspiciatis,6622.34
485,Dictionary,Books,Modi,46309.49
486,Lamp,Home,Laudantium,13670.6
487,Phone,Electronics,Repudiandae,38530.32
488,Phone,Electronics,Voluptatem,22533.38
489,Magazine,Books,Repellat,17978.54
490,Shoes,Clothing,Consequuntur,13323.9
491,Laptop,Electronics,Nisi,34334.14
492,Phone,Electronics,Deleniti,16456.9
493,Phone,Electronics,Facere,19872.6
494,Headphones,Electronics,Perferendis,49534.76
495,Camera,Electronics,Eveniet,27842.09
496,T-Shirt,Clothing,Blanditiis,40214.45
497,   t-shirt   ,Clothing,Id,41535.58
498,Jeans,Clothing,Sapiente,20089.03
499,Headphones,Electronics,Quisquam,3841.86
500,Phone,Electronics,Nemo,22227.22
362,Shoes,Clothing,Perspiciatis,41580.96
74,Shoes,Clothing,Placeat,37074.36
375,Jacket,Clothing,Distinctio,22821.1
156,Dictionary,Books,Deleniti,18464.16
105,Jacket,Clothing,Officia,25118.23
395,Headphones,Electronics,Adipisci,24281.99
378,Laptop,Electronics,Magni,32433.7
125,Table,Home,Ad,15542.45
69,Table,Home,Quas,17570.69
451,Lamp,Home,Quasi,25102.34
