InvoiceNo,StockCode,Product_Name,Quantity,UnitPrice,CustomerID,Country,TotalPrice
536698,20798,CLEAR MILKSHAKE GLASS,12,2.1,15363,United Kingdom,25.2
536733,47599A,PINK PARTY BAGS,12,2.1,15738,United Kingdom,25.2
536733,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,15738,United Kingdom,25.2
536745,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,12,2.95,17235,United Kingdom,35.4
536746,21587,COSY HOUR GIANT TUBE MATCHES,12,2.55,16510,United Kingdom,30.6
536750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,17850,United Kingdom,30.6
536750,71053,WHITE METAL LANTERN,12,3.39,17850,United Kingdom,40.68
536762,21481,FAWN BLUE HOT WATER BOTTLE,12,2.95,16186,United Kingdom,35.4
536762,22865,HAND WARMER OWL DESIGN,12,2.1,16186,United Kingdom,25.2
536763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,17685,United Kingdom,35.4
536763,79321,CHILLI LIGHTS,24,4.25,17685,United Kingdom,102.0
536769,22083,PAPER CHAIN KIT RETROSPOT,12,2.95,17581,United Kingdom,35.4
536769,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2.95,17581,United Kingdom,53.1
536769,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2.95,17581,United Kingdom,53.1
536769,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,18,2.55,17581,United Kingdom,45.9
536781,22865,HAND WARMER OWL DESIGN,24,2.1,17460,United Kingdom,50.4
536783,22467,GUMBALL COAT RACK,108,2.1,15061,United Kingdom,226.8
536783,22454,MEASURING TAPE BABUSHKA RED,48,2.55,15061,United Kingdom,122.4
536783,22453,MEASURING TAPE BABUSHKA BLUE,24,2.95,15061,United Kingdom,70.8
536783,22452,MEASURING TAPE BABUSHKA PINK,48,2.55,15061,United Kingdom,122.4
536783,22328,ROUND SNACK BOXES SET OF 4 FRUITS,72,2.55,15061,United Kingdom,183.6
536783,20685,DOORMAT RED RETROSPOT,30,6.75,15061,United Kingdom,202.5
536783,48194,DOORMAT HEARTS,70,6.75,15061,United Kingdom,472.5
536783,48184,DOORMAT ENGLISH ROSE,30,6.75,15061,United Kingdom,202.5
536783,35001G,HAND OPEN SHAPE GOLD,42,3.39,15061,United Kingdom,142.38
536783,22752,SET 7 BABUSHKA NESTING BOXES,96,7.65,15061,United Kingdom,734.4
536784,48187,DOORMAT NEW ENGLAND,30,6.75,15061,United Kingdom,202.5
536784,22752,SET 7 BABUSHKA NESTING BOXES,72,7.65,15061,United Kingdom,550.8
536784,22454,MEASURING TAPE BABUSHKA RED,12,2.55,15061,United Kingdom,30.6
536784,22453,MEASURING TAPE BABUSHKA BLUE,24,2.55,15061,United Kingdom,61.2
536784,22452,MEASURING TAPE BABUSHKA PINK,12,2.55,15061,United Kingdom,30.6
536784,20685,DOORMAT RED RETROSPOT,20,6.75,15061,United Kingdom,135.0
536785,22423,REGENCY CAKESTAND 3 TIER,144,10.95,15061,United Kingdom,1576.8
536786,22617,BAKING SET SPACEBOY DESIGN,48,4.25,15061,United Kingdom,204.0
536790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,17850,United Kingdom,35.4
536790,71053,WHITE METAL LANTERN,12,3.39,17850,United Kingdom,40.68
536790,84406B,CREAM CUPID HEARTS COAT HANGER,12,2.75,17850,United Kingdom,33.0
536790,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,3.39,17850,United Kingdom,40.68
536790,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,4.25,17850,United Kingdom,51.0
536794,21314,SMALL GLASS HEART TRINKET POT,24,2.1,13767,United Kingdom,50.4
536794,22726,ALARM CLOCK BAKELIKE GREEN,12,3.75,13767,United Kingdom,45.0
536794,22727,ALARM CLOCK BAKELIKE RED,48,3.75,13767,United Kingdom,180.0
536794,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,3.95,13767,United Kingdom,47.4
536795,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,15640,United Kingdom,102.0
536795,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,15640,United Kingdom,81.6
536795,22866,HAND WARMER SCOTTY DOG DESIGN,24,2.1,15640,United Kingdom,50.4
536795,22865,HAND WARMER OWL DESIGN,24,2.1,15640,United Kingdom,50.4
536795,22084,PAPER CHAIN KIT EMPIRE,12,2.95,15640,United Kingdom,35.4
536797,22632,HAND WARMER RED RETROSPOT,12,2.1,16770,United Kingdom,25.2
536797,22866,HAND WARMER SCOTTY DOG DESIGN,12,2.1,16770,United Kingdom,25.2
536797,22865,HAND WARMER OWL DESIGN,12,2.1,16770,United Kingdom,25.2
536797,22633,HAND WARMER UNION JACK,12,2.1,16770,United Kingdom,25.2
536798,82599,FANNY'S REST STOPMETAL SIGN,12,2.1,17838,United Kingdom,25.2
536798,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,17838,United Kingdom,25.2
536798,21908,CHOCOLATE THIS WAY METAL SIGN,12,2.1,17838,United Kingdom,25.2
536798,22413,METAL SIGN TAKE IT OR LEAVE IT,12,2.95,17838,United Kingdom,35.4
536798,82583,HOT BATHS METAL SIGN,12,2.1,17838,United Kingdom,25.2
536798,82567,"AIRLINE LOUNGE,METAL SIGN",12,2.1,17838,United Kingdom,25.2
536798,82583,HOT BATHS METAL SIGN,12,2.1,17838,United Kingdom,25.2
536798,21175,GIN + TONIC DIET METAL SIGN,12,2.1,17838,United Kingdom,25.2
536799,22834,HAND WARMER BABUSHKA DESIGN,12,2.1,17228,United Kingdom,25.2
536804,21745,GAOLERS KEYS DECORATIVE GARDEN,24,3.39,14031,United Kingdom,81.36
536804,22423,REGENCY CAKESTAND 3 TIER,16,10.95,14031,United Kingdom,175.2
536804,22777,GLASS CLOCHE LARGE,12,7.65,14031,United Kingdom,91.8
536804,22778,GLASS CLOCHE SMALL,24,3.39,14031,United Kingdom,81.36
536804,21484,CHICK GREY HOT WATER BOTTLE,36,2.95,14031,United Kingdom,106.2
536804,84029E,RED WOOLLY HOTTIE WHITE HEART.,48,3.39,14031,United Kingdom,162.72
536804,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,3.39,14031,United Kingdom,162.72
536804,20679,EDWARDIAN PARASOL RED,12,5.95,14031,United Kingdom,71.4
536804,15056BL,EDWARDIAN PARASOL BLACK,12,5.95,14031,United Kingdom,71.4
536804,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,12,3.75,14031,United Kingdom,45.0
536804,79067,CORONA MEXICAN TRAY,17,3.75,14031,United Kingdom,63.75
536805,21908,CHOCOLATE THIS WAY METAL SIGN,24,2.1,14775,United Kingdom,50.4
536805,85152,HAND OVER THE CHOCOLATE   SIGN,24,2.1,14775,United Kingdom,50.4
536808,22570,FELTCRAFT CUSHION RABBIT,12,3.75,17659,United Kingdom,45.0
536811,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,7.65,15299,United Kingdom,527.85
536819,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2.95,13402,United Kingdom,35.4
536819,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2.1,13402,United Kingdom,50.4
536819,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2.95,13402,United Kingdom,35.4
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2.55,13798,United Kingdom,408.0
536831,84880,WHITE WIRE EGG HOLDER,12,4.95,16029,United Kingdom,59.4
536831,22207,FRYING PAN UNION FLAG,48,3.75,16029,United Kingdom,180.0
536834,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",12,2.95,14576,United Kingdom,35.4
536844,22502,PICNIC BASKET WICKER SMALL,32,4.95,14236,United Kingdom,158.4
536848,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,2.55,13408,United Kingdom,204.0
536849,22730,ALARM CLOCK BAKELIKE IVORY,19,3.75,17396,United Kingdom,71.25
536849,22727,ALARM CLOCK BAKELIKE RED,48,3.75,17396,United Kingdom,180.0
536849,22728,ALARM CLOCK BAKELIKE PINK,39,3.75,17396,United Kingdom,146.25
536851,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,3.25,12967,United Kingdom,78.0
536851,22111,SCOTTIE DOG HOT WATER BOTTLE,36,4.95,12967,United Kingdom,178.2
536851,20749,ASSORTED COLOUR MINI CASES,12,7.95,12967,United Kingdom,95.4
536851,22276,WASH BAG VINTAGE ROSE PAISLEY,36,2.55,12967,United Kingdom,91.8
536851,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,48,4.25,12967,United Kingdom,204.0
536856,22632,HAND WARMER RED POLKA DOT,12,2.1,13370,United Kingdom,25.2
536856,22834,HAND WARMER BABUSHKA DESIGN,12,2.1,13370,United Kingdom,25.2
536856,22865,HAND WARMER OWL DESIGN,12,2.1,13370,United Kingdom,25.2
536858,22326,ROUND SNACK BOXES SET OF4 WOODLAND,30,2.95,13520,Switzerland,88.5
536859,22083,PAPER CHAIN KIT RETROSPOT,14,2.95,12841,United Kingdom,41.3
536860,22158,3 HEARTS HANGING DECORATION RUSTIC,13,2.95,16905,United Kingdom,38.35
536860,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,48,2.55,16905,United Kingdom,122.4
536938,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,24,3.75,14680,United Kingdom,90.0
536938,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,24,3.75,14680,United Kingdom,90.0
536938,21479,WHITE SKULL HOT WATER BOTTLE,72,3.39,14680,United Kingdom,244.08
536938,22112,CHOCOLATE HOT WATER BOTTLE,72,4.25,14680,United Kingdom,306.0
536938,22837,HOT WATER BOTTLE BABUSHKA,36,4.25,14680,United Kingdom,153.0
536938,21258,VICTORIAN SEWING BOX LARGE,24,10.95,14680,United Kingdom,262.8
536938,79321,CHILLI LIGHTS,72,4.25,14680,United Kingdom,306.0
536946,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2.95,13013,United Kingdom,35.4
536946,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2.95,13013,United Kingdom,35.4
536946,22083,PAPER CHAIN KIT RETROSPOT,12,2.95,13013,United Kingdom,35.4
536946,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,12,4.95,13013,United Kingdom,59.4
536946,22941,CHRISTMAS LIGHTS 10 REINDEER,12,8.5,13013,United Kingdom,102.0
536946,22449,SILK PURSE BABUSHKA PINK,12,3.35,13013,United Kingdom,40.2
536946,22451,SILK PURSE BABUSHKA RED,12,3.35,13013,United Kingdom,40.2
536946,22697,GREEN REGENCY TEACUP AND SAUCER,12,2.95,13013,United Kingdom,35.4
536946,22699,ROSES REGENCY TEACUP AND SAUCER,12,2.95,13013,United Kingdom,35.4
536947,22041,"\"RECORD FRAME 7\"\" SINGLE SIZE \"",12,2.55,13013,United Kingdom,30.6
