InvoiceNo,StockCode,Product_Name,Quantity,UnitPrice,CustomerID,Country,TotalPrice
542212,15056N,EDWARDIAN PARASOL NATURAL,24,5.95,15812,United Kingdom,142.8
542214,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2.55,17118,United Kingdom,30.6
542215,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2.95,12472,Germany,35.4
542215,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2.95,12472,Germany,35.4
542215,22467,GUMBALL COAT RACK,18,2.55,12472,Germany,45.9
542219,22470,HEART OF WICKER LARGE,12,2.95,17735,United Kingdom,35.4
542220,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,4.25,15373,United Kingdom,102.0
542222,22502,PICNIC BASKET WICKER SMALL,48,4.95,14616,United Kingdom,237.6
542226,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,17075,United Kingdom,35.4
542229,22467,GUMBALL COAT RACK,12,2.55,12474,Germany,30.6
542230,21588,RETROSPOT GIANT TUBE MATCHES,12,2.1,17389,United Kingdom,25.2
542230,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2.1,17389,United Kingdom,25.2
542233,22723,SET OF 6 HERB TINS SKETCHBOOK,24,3.45,13098,United Kingdom,82.8
542237,84558A,3D DOG PICTURE PLAYING CARDS,12,2.95,12347,Iceland,35.4
542243,79321,CHILLI LIGHTS,24,4.25,17841,United Kingdom,102.0
542246,82583,HOT BATHS METAL SIGN,12,2.1,15227,United Kingdom,25.2
542247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,12997,United Kingdom,81.6
542254,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,3.45,14733,United Kingdom,82.8
542254,22854,CREAM SWEETHEART EGG HOLDER,24,4.25,14733,United Kingdom,102.0
542254,22073,RED RETROSPOT STORAGE JAR,16,3.39,14733,United Kingdom,54.24
542258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,17372,United Kingdom,35.4
542268,22448,PIN CUSHION BABUSHKA RED,12,3.35,15358,United Kingdom,40.2
542269,82599,FANNY'S REST STOPMETAL SIGN,12,2.1,14442,Channel Islands,25.2
542276,82600,NO SINGING METAL SIGN,12,2.1,12764,Lebanon,25.2
542276,47566,PARTY BUNTING,15,4.65,12764,Lebanon,69.75
542276,22588,CARD HOLDER GINGHAM HEART,12,2.55,12764,Lebanon,30.6
542276,21260,FIRST AID TIN,12,3.25,12764,Lebanon,39.0
542276,21906,PHARMACIE FIRST AID TIN,12,6.75,12764,Lebanon,81.0
542276,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,4.95,12764,Lebanon,59.4
542276,22722,SET OF 6 SPICE TINS PANTRY DESIGN,12,3.95,12764,Lebanon,47.4
542276,22423,REGENCY CAKESTAND 3 TIER,12,12.75,12764,Lebanon,153.0
542276,22842,BISCUIT TIN VINTAGE RED,12,5.95,12764,Lebanon,71.4
542276,22960,JAM MAKING SET WITH JARS,12,3.75,12764,Lebanon,45.0
542276,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2.95,12764,Lebanon,35.4
542277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,14440,United Kingdom,81.6
542277,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.55,14440,United Kingdom,30.6
542277,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.95,14440,United Kingdom,35.4
542278,20829,GLITTER HANGING BUTTERFLY STRING,16,2.1,14911,EIRE,33.6
542278,21794,CLASSIC FRENCH STYLE BASKET NATURAL,12,6.75,14911,EIRE,81.0
542284,22911,PAPER CHAIN KIT LONDON,12,2.95,17311,United Kingdom,35.4
542303,22834,HAND WARMER BABUSHKA DESIGN,12,2.1,12539,Spain,25.2
542303,22423,REGENCY CAKESTAND 3 TIER,14,12.75,12539,Spain,178.5
542351,22776,SWEETHEART CAKESTAND 3 TIER,12,8.5,14560,United Kingdom,102.0
542353,22902,TOTE BAG I LOVE LONDON,12,2.1,16700,United Kingdom,25.2
542360,22300,COFFEE MUG DOG + BALL DESIGN,12,2.55,14701,United Kingdom,30.6
542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2.95,12645,Germany,35.4
542371,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2.95,12468,Germany,35.4
542372,22109,FULL ENGLISH BREAKFAST PLATE,16,3.39,13078,United Kingdom,54.24
542372,79321,CHILLI LIGHTS,24,4.25,13078,United Kingdom,102.0
542373,22501,PICNIC BASKET WICKER LARGE,16,8.5,16767,United Kingdom,136.0
542373,22502,PICNIC BASKET WICKER SMALL,16,4.95,16767,United Kingdom,79.2
542373,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,12,5.95,16767,United Kingdom,71.4
542373,22423,REGENCY CAKESTAND 3 TIER,16,10.95,16767,United Kingdom,175.2
542373,22303,COFFEE MUG APPLES DESIGN,36,2.1,16767,United Kingdom,75.6
542373,22960,JAM MAKING SET WITH JARS,12,3.75,16767,United Kingdom,45.0
542373,22904,CALENDAR PAPER CUT DESIGN,80,2.55,16767,United Kingdom,204.0
542373,22900,SET 2 TEA TOWELS I LOVE LONDON,12,2.95,16767,United Kingdom,35.4
542373,22971,QUEENS GUARD COFFEE MUG,12,2.55,16767,United Kingdom,30.6
542373,20750,RED RETROSPOT MINI CASES,12,6.35,16767,United Kingdom,76.2
542373,22357,KINGS CHOICE BISCUIT TIN,24,3.75,16767,United Kingdom,90.0
542374,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2.55,15696,United Kingdom,30.6
542381,82583,HOT BATHS METAL SIGN,12,2.1,17213,United Kingdom,25.2
542382,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,14738,United Kingdom,25.2
542382,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.95,14738,United Kingdom,35.4
542382,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2.1,14738,United Kingdom,25.2
542384,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,15827,United Kingdom,25.2
542386,22111,SCOTTIE DOG HOT WATER BOTTLE,12,4.95,17540,United Kingdom,59.4
542386,22112,CHOCOLATE HOT WATER BOTTLE,12,4.95,17540,United Kingdom,59.4
542397,22933,BAKING MOULD EASTER EGG MILK CHOC,48,2.55,13328,United Kingdom,122.4
542397,22934,BAKING MOULD EASTER EGG WHITE CHOC,48,2.55,13328,United Kingdom,122.4
542397,22931,BAKING MOULD HEART WHITE CHOCOLATE,48,2.55,13328,United Kingdom,122.4
542397,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,48,2.55,13328,United Kingdom,122.4
542397,22730,ALARM CLOCK BAKELIKE IVORY,16,3.75,13328,United Kingdom,60.0
542399,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2.1,15549,United Kingdom,25.2
542399,22457,NATURAL SLATE HEART CHALKBOARD,12,2.95,15549,United Kingdom,35.4
542401,20898,VINTAGE NOTEBOOK TRAVELOGUE,12,2.95,14541,United Kingdom,35.4
542409,79321,CHILLI LIGHTS,24,4.25,15311,United Kingdom,102.0
542411,85141,JARDIN ETCHED GLASS FRUITBOWL,12,8.95,15864,United Kingdom,107.4
542423,22900,SET 2 TEA TOWELS I LOVE LONDON,12,2.95,15057,United Kingdom,35.4
542423,22970,LONDON BUS COFFEE MUG,24,2.55,15057,United Kingdom,61.2
542423,22960,JAM MAKING SET WITH JARS,24,3.75,15057,United Kingdom,90.0
542423,22149,FELTCRAFT 6 FLOWER FRIENDS,24,2.1,15057,United Kingdom,50.4
542423,22457,NATURAL SLATE HEART CHALKBOARD,24,2.95,15057,United Kingdom,70.8
542428,22720,SET OF 3 CAKE TINS PANTRY DESIGN,72,4.95,17404,Sweden,356.4
542428,21260,FIRST AID TIN,48,3.25,17404,Sweden,156.0
542428,21906,PHARMACIE FIRST AID TIN,16,6.75,17404,Sweden,108.0
542428,21716,BOYS VINTAGE TIN SEASIDE BUCKET,64,2.55,17404,Sweden,163.2
542428,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,64,2.55,17404,Sweden,163.2
542428,22721,SET OF 3 CAKE TINS SKETCHBOOK,24,4.95,17404,Sweden,118.8
542429,22502,PICNIC BASKET WICKER SMALL,16,4.95,13330,United Kingdom,79.2
542430,22822,CREAM WALL PLANTER HEART SHAPED,16,4.95,13552,United Kingdom,79.2
542430,22502,PICNIC BASKET WICKER SMALL,16,4.95,13552,United Kingdom,79.2
542433,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,12726,France,25.2
542433,22811,SET OF 6 T-LIGHTS CACTI,18,2.95,12726,France,53.1
542434,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,16755,United Kingdom,35.4
542470,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,14133,United Kingdom,35.4
542503,22379,RECYCLING BAG RETROSPOT,25,2.1,16327,United Kingdom,52.5
542503,22381,TOY TIDY PINK POLKADOT,20,2.1,16327,United Kingdom,42.0
542503,82600,NO SINGING METAL SIGN,12,2.1,16327,United Kingdom,25.2
542506,22470,HEART OF WICKER LARGE,18,2.95,16523,United Kingdom,53.1
542506,22896,PEG BAG APPLES DESIGN,12,2.55,16523,United Kingdom,30.6
542511,22777,GLASS CLOCHE LARGE,12,7.65,15527,United Kingdom,91.8
542517,82484,WOOD BLACK BOARD ANT WHITE FINISH,96,5.55,13694,United Kingdom,532.8
542517,22090,PAPER BUNTING RETROSPOT,40,2.55,13694,United Kingdom,102.0
542517,22088,PAPER BUNTING COLOURED LACE,40,2.55,13694,United Kingdom,102.0
542517,22089,PAPER BUNTING VINTAGE PAISLEY,40,2.55,13694,United Kingdom,102.0
542517,47566,PARTY BUNTING,50,3.75,13694,United Kingdom,187.5
542517,47566B,TEA TIME PARTY BUNTING,50,3.75,13694,United Kingdom,187.5
542517,21733,RED HANGING HEART T-LIGHT HOLDER,96,2.55,13694,United Kingdom,244.8
542519,82494L,WOODEN FRAME ANTIQUE WHITE,12,2.95,15159,United Kingdom,35.4
542519,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2.55,15159,United Kingdom,30.6
542519,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,6.95,15159,United Kingdom,83.4
542527,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,2.55,17188,United Kingdom,30.6
542527,22776,SWEETHEART CAKESTAND 3 TIER,12,8.5,17188,United Kingdom,102.0
542527,22697,GREEN REGENCY TEACUP AND SAUCER,24,2.55,17188,United Kingdom,61.2
542528,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2.55,13141,United Kingdom,30.6
542533,22781,GUMBALL MAGAZINE RACK,12,6.75,16019,United Kingdom,81.0
542538,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,15079,United Kingdom,81.6
542543,22457,NATURAL SLATE HEART CHALKBOARD,12,2.95,13141,United Kingdom,35.4
542568,22175,PINK OWL SOFT TOY,12,2.95,14215,United Kingdom,35.4
542568,22176,BLUE OWL SOFT TOY,12,2.95,14215,United Kingdom,35.4
542583,22697,GREEN REGENCY TEACUP AND SAUCER,12,2.95,14051,United Kingdom,35.4
542583,48138,DOORMAT UNION FLAG,20,6.75,14051,United Kingdom,135.0
542583,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,6.75,14051,United Kingdom,135.0
542583,22699,ROSES REGENCY TEACUP AND SAUCER,12,2.95,14051,United Kingdom,35.4
542583,22313,OFFICE MUG WARMER PINK,18,2.95,14051,United Kingdom,53.1
542585,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,18,3.81,17329,United Kingdom,68.58
542585,72802C,VANILLA SCENT CANDLE JEWELLED BOX,18,3.81,17329,United Kingdom,68.58
542586,21365,MIRRORED WALL ART STARS,12,2.95,12377,Switzerland,35.4
542587,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,4.95,14401,United Kingdom,79.2
542587,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,6.95,14401,United Kingdom,83.4
542590,22697,GREEN REGENCY TEACUP AND SAUCER,15,2.95,17920,United Kingdom,44.25
542590,22699,ROSES REGENCY TEACUP AND SAUCER,15,2.95,17920,United Kingdom,44.25
542595,21733,RED HANGING HEART T-LIGHT HOLDER,32,2.55,14040,United Kingdom,81.6
542595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,14040,United Kingdom,81.6
542600,85150,LADIES & GENTLEMEN METAL SIGN,12,2.55,16923,United Kingdom,30.6
542603,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2.95,16985,United Kingdom,35.4
542603,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,16985,United Kingdom,81.6
542603,22960,JAM MAKING SET WITH JARS,12,3.75,16985,United Kingdom,45.0
542606,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,14595,United Kingdom,25.2
542606,22117,METAL SIGN HER DINNER IS SERVED,12,2.95,14595,United Kingdom,35.4
542606,21175,GIN + TONIC DIET METAL SIGN,12,2.1,14595,United Kingdom,25.2
542606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2.95,14595,United Kingdom,59.0
542614,22470,HEART OF WICKER LARGE,12,2.95,15708,United Kingdom,35.4
542614,21733,RED HANGING HEART T-LIGHT HOLDER,12,2.95,15708,United Kingdom,35.4
542614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,15708,United Kingdom,35.4
542620,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,13089,United Kingdom,25.2
542623,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,17239,United Kingdom,25.2
542623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2.95,17239,United Kingdom,70.8
542627,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,5.55,14426,United Kingdom,66.6
542629,22699,ROSES REGENCY TEACUP AND SAUCER,12,2.95,12731,France,35.4
542629,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2.1,12731,France,50.4
542629,21563,RED HEART SHAPE LOVE BUCKET,12,2.95,12731,France,35.4
542629,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2.55,12731,France,30.6
542629,21527,RED RETROSPOT TRADITIONAL TEAPOT,12,6.95,12731,France,83.4
542629,21535,RED RETROSPOT SMALL MILK JUG,12,2.55,12731,France,30.6
542629,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,3.25,12731,France,78.0
542629,85014B,RED RETROSPOT UMBRELLA,96,4.95,12731,France,475.2
542629,85014A,BLACK/BLUE POLKADOT UMBRELLA,96,4.95,12731,France,475.2
542629,22745,POPPY'S PLAYHOUSE BEDROOM,12,2.1,12731,France,25.2
542629,22746,POPPY'S PLAYHOUSE LIVINGROOM,12,2.1,12731,France,25.2
542629,22748,POPPY'S PLAYHOUSE KITCHEN,12,2.1,12731,France,25.2
542629,22139,RETROSPOT TEA SET CERAMIC 11 PC,12,4.95,12731,France,59.4
