item_id,order_id,product_id,quantity,unit_price,discount_percent
149,173,397,1,34876.57,33
150,427,192,4,9482.72,8
151,203,231,5,28441.19,13
153,452,326,5,8473.08,18
154,88,16,3,29365.19,30
156,682,268,1,39630.97,24
157,618,243,3,37894.2,38
158,440,419,3,12131.93,23
159,682,183,5,43679.26,6
160,4,455,4,46266.85,1
161,617,359,5,37621.7,15
162,378,339,4,9559.16,40
164,695,379,5,30707.1,5
165,357,439,4,35035.09,6
166,752,74,5,43518.96,36
168,853,240,5,8569.03,28
169,978,109,5,8687.56,5
170,109,476,1,16459.74,24
171,785,488,3,44896.04,7
172,682,252,5,4704.0,21
173,893,308,5,3420.42,21
174,387,402,4,28182.62,27
175,828,45,3,5746.85,21
176,759,60,2,28727.38,8
177,874,1,4,15677.79,37
178,549,164,4,38609.79,8
179,533,203,5,657.59,29
180,324,256,3,34063.05,9
181,616,159,1,25218.42,7
182,281,425,5,10942.11,18
183,722,171,1,7804.57,13
184,869,27,2,46173.26,11
185,878,418,4,33030.67,10
186,23,243,3,49517.65,25
187,401,473,3,9915.59,35
188,404,298,3,43319.6,3
189,871,84,3,28942.44,28
190,713,412,2,37469.45,0
192,386,87,4,46314.07,6
193,365,61,2,49017.78,21
194,608,207,2,12401.05,7
195,247,489,3,8789.85,24
196,795,443,1,40946.12,24
197,282,62,4,6008.06,7
199,492,93,1,19321.2,27
200,306,366,1,45462.25,34
201,190,419,1,26913.56,33
203,772,307,1,34821.75,0
204,569,66,3,28839.04,10
205,90,64,1,25406.19,23
206,990,337,4,204.26,19
207,48,151,5,33026.05,28
208,144,181,3,30387.37,32
209,215,97,1,7255.03,13
210,981,184,5,14014.31,39
211,433,333,3,45202.26,25
212,468,482,3,34786.87,34
213,209,357,3,32349.45,23
214,578,215,5,41114.08,20
215,807,127,1,4060.72,7
216,545,169,5,32080.84,23
217,932,409,3,11443.12,0
218,101,54,2,39180.13,7
220,358,312,3,5133.49,3
221,175,413,4,37116.6,34
222,565,66,4,13101.24,32
223,731,291,2,36824.03,3
224,941,128,3,33975.12,26
225,724,409,4,23539.56,18
226,283,452,5,46205.84,14
227,313,209,1,38574.8,5
228,650,85,2,28850.77,5
229,762,6,4,48115.88,27
230,694,264,2,34319.07,34
231,715,467,1,41603.59,0
232,732,126,5,49712.25,33
233,701,87,5,33791.2,33
234,926,69,1,25781.49,3
235,433,58,2,17030.34,15
237,3,473,5,15380.03,32
238,846,435,4,24515.67,22
239,7,55,3,456.69,11
240,412,102,1,4420.24,32
241,921,4,1,7950.39,16
242,232,220,3,44631.23,34
243,832,225,4,8259.35,22
244,766,364,3,10083.54,12
245,292,170,4,45069.69,10
246,683,137,4,6115.86,31
247,564,392,2,39060.81,25
248,514,491,4,5572.4,1
250,440,149,1,14254.72,5
251,780,262,5,9505.64,17
252,786,127,3,33383.26,27
253,204,258,1,30632.8,12
254,876,68,2,20183.9,17
256,390,119,3,11244.41,27
257,491,156,4,5680.74,23
258,288,459,4,2568.31,2
259,1,242,3,14151.94,38
260,104,187,3,16847.25,7
261,100,67,5,16694.34,23
262,761,122,5,32582.37,13
263,599,381,1,30171.39,2
264,601,229,2,46289.93,4
265,965,243,3,49484.3,12
266,547,215,1,27614.68,16
267,913,459,5,18427.4,40
268,735,215,4,26283.39,32
269,810,496,5,6620.92,2
270,979,204,2,24852.29,34
271,892,385,1,25562.06,35
272,799,95,5,379.31,36
273,224,405,1,25737.22,32
274,725,113,3,14958.91,17
275,566,122,2,14733.8,40
276,152,139,3,43694.47,3
277,658,1,2,32502.55,40
278,620,362,3,44222.52,16
279,740,30,5,31372.57,0
280,844,498,3,978.8,37
281,109,132,4,43527.28,40
282,619,138,4,10355.15,40
283,828,119,4,36544.63,27
284,378,93,4,23077.63,11
285,194,11,2,15645.98,11
287,466,270,4,7037.11,0
289,136,481,1,31443.74,0
290,812,419,1,17051.82,5
292,491,137,1,31448.8,7
293,22,53,1,25674.81,26
295,232,367,4,41174.69,7
296,504,490,1,47801.28,22
297,79,474,1,46009.71,2
298,620,308,4,9232.0,27
299,154,147,3,17549.61,6
300,278,416,3,45367.84,4
302,835,373,5,14068.11,5
303,331,181,2,16101.93,27
304,493,326,4,16806.56,15
305,393,253,4,26717.23,14
306,394,398,4,34736.25,14
308,486,179,1,18170.76,8
309,302,468,5,21169.63,13
310,848,357,2,35257.35,24
311,751,360,4,5479.29,37
312,76,16,5,7514.96,9
313,81,417,1,20941.44,11
314,482,154,5,23615.19,21
315,455,80,1,3188.04,2
316,619,203,5,41667.47,29
317,568,257,3,15440.49,14
319,761,201,5,9347.95,35
320,620,335,4,32166.16,24
321,169,100,3,13641.99,6
323,67,159,1,9549.64,12
324,654,292,2,28326.88,36
325,810,484,1,15568.52,22
326,770,162,4,37641.75,22
327,998,460,1,37124.28,6
329,890,350,3,23262.69,40
330,96,414,2,34136.69,9
331,788,374,5,30515.2,33
332,953,174,4,14683.91,39
333,877,397,1,34207.1,15
334,214,79,5,28431.66,31
335,100,159,2,27447.38,5
336,511,152,3,8241.33,17
338,485,72,4,47003.51,36
339,500,439,3,31060.24,8
340,452,192,5,4357.83,26
341,519,330,1,3041.52,15
342,717,54,1,14674.9,10
343,584,448,1,23221.47,5
344,358,239,5,5634.13,11
346,325,360,5,37115.98,7
347,286,241,5,7446.59,13
348,328,32,5,46835.69,23
349,809,109,4,43427.43,27
350,277,36,2,13840.48,5
351,306,269,4,10862.42,16
352,189,220,1,17232.55,19
353,169,275,4,34503.76,10
355,575,371,5,33464.53,39
357,512,346,1,20438.05,33
359,38,280,2,38764.34,38
360,387,498,2,34045.49,0
361,380,158,1,25203.84,7
362,717,181,4,17740.12,34
363,437,91,3,23049.41,23
364,182,196,2,14394.39,27
365,650,464,5,42878.46,5
366,826,316,1,46638.34,6
367,509,52,5,31749.55,32
368,596,109,3,11299.39,29
369,565,487,2,6397.14,29
371,291,463,3,39797.88,26
372,690,14,4,7838.09,23
373,861,88,5,47966.2,27
374,248,330,4,19787.22,3
375,821,326,4,19642.5,11
376,413,119,5,5158.98,8
377,517,432,5,38156.16,16
378,858,48,3,1476.88,0
380,586,325,2,31648.79,22
381,192,275,2,42054.75,24
382,789,479,1,7359.72,1
383,654,475,1,29875.54,6
384,146,254,2,42262.26,13
385,401,250,1,47969.02,4
386,216,325,4,45433.46,10
387,185,324,2,30411.41,2
388,121,315,3,30079.64,0
389,163,99,3,30384.32,34
390,24,187,2,5916.47,13
391,31,355,2,47004.44,17
392,281,283,1,32665.84,29
393,764,205,4,46132.94,16
394,178,53,3,29265.68,37
395,320,250,2,21786.89,28
397,440,324,3,41003.22,28
398,172,210,5,14814.98,33
399,361,166,1,21583.46,11
400,367,191,2,7422.98,20
402,921,309,1,10766.32,13
403,106,414,5,43023.65,4
404,588,223,4,16025.61,20
405,203,141,4,21177.61,7
406,464,122,3,28905.41,18
407,19,467,5,23196.24,8
408,862,471,1,26470.18,21
410,325,397,4,15796.1,39
411,49,329,4,48364.2,7
412,864,115,5,2582.15,0
413,143,371,3,21896.99,10
414,91,276,3,49480.34,3
415,266,485,1,15353.65,16
416,338,88,4,46257.95,37
417,472,386,3,29289.69,26
418,653,124,1,28978.66,31
419,1000,136,4,38356.86,5
420,362,377,2,42822.0,4
421,77,344,1,10963.55,24
422,193,303,3,38127.81,32
423,880,336,3,7869.15,32
424,109,198,2,48758.22,39
425,526,143,4,21270.08,19
426,975,449,1,5537.23,7
428,361,221,5,10760.89,25
430,665,97,4,20254.07,38
431,283,56,4,34121.79,15
432,982,19,1,28846.48,15
433,68,318,3,35035.71,25
434,402,451,2,34645.85,31
435,211,148,2,35351.5,18
437,874,349,2,3658.84,11
438,341,342,2,23835.11,21
439,22,88,3,34024.31,0
440,609,251,4,43686.28,30
441,113,149,1,41800.88,33
442,516,52,2,15369.19,21
443,464,132,3,33237.74,16
444,374,171,3,44590.35,38
445,496,11,5,7565.44,26
446,877,16,2,12369.52,27
447,369,489,1,19013.36,6
450,317,176,5,41741.74,7
451,444,406,5,17480.49,7
453,639,148,2,3417.9,18
454,16,304,2,6347.1,31
456,805,45,5,35717.22,9
457,751,149,5,11099.12,30
459,943,224,3,34010.38,20
460,824,214,2,27803.33,19
461,313,237,5,27382.37,24
462,802,270,4,22206.69,20
463,516,219,3,23434.32,26
465,630,192,2,6538.29,34
466,922,433,3,19754.43,25
468,850,50,1,41132.62,36
469,494,300,1,33785.77,3
470,719,496,2,24866.17,14
471,917,160,2,36013.27,0
472,825,1,2,7820.5,7
473,533,13,2,41669.78,28
474,401,248,1,49138.27,15
475,862,349,3,22068.67,39
476,127,420,1,37281.0,15
477,175,246,5,14643.8,6
478,983,201,3,19413.88,6
479,476,146,4,22962.7,36
481,44,240,3,44144.72,29
483,925,90,4,32864.78,22
484,672,440,3,39377.5,17
486,386,295,5,35483.31,32
487,795,166,3,29524.83,37
488,357,16,4,42631.15,10
489,238,348,1,23925.37,14
490,791,451,2,8865.1,24
491,774,129,1,5900.79,4
492,453,16,5,46192.83,20
493,111,327,4,28774.23,12
495,445,13,2,31529.96,6
496,209,185,2,38764.41,36
497,560,374,3,47895.63,33
498,509,243,2,25142.34,22
499,634,225,2,21490.09,24
501,511,12,5,11356.26,18
502,945,35,4,43647.64,10
504,513,358,5,44612.06,37
505,483,17,3,17034.65,16
506,206,281,1,40874.77,21
507,947,38,1,40321.97,36
508,927,37,1,47505.41,38
509,758,246,1,47340.71,17
510,741,116,1,32586.78,27
512,548,378,4,1101.12,30
513,54,221,4,35126.62,35
516,423,411,5,941.95,15
518,359,67,2,30384.97,30
519,674,481,1,27273.58,31
520,723,440,3,11170.31,19
521,965,335,5,12361.45,17
522,327,178,5,45041.18,39
523,498,431,2,48801.73,14
524,313,372,2,40855.71,9
525,37,233,4,47661.64,1
526,511,197,3,15160.56,5
527,62,10,5,43166.09,24
528,455,338,2,21668.03,3
529,677,480,5,1494.41,38
530,773,303,3,10983.9,1
531,350,219,5,39174.11,3
532,827,478,4,33962.88,34
533,475,134,5,8294.93,24
534,479,8,2,14178.87,17
535,88,293,5,19851.14,39
536,281,415,3,38623.88,0
537,128,434,3,9103.46,29
538,18,184,4,24114.35,35
539,224,142,5,44872.81,35
540,322,393,4,39379.44,16
541,890,76,2,43587.71,3
542,239,260,1,43056.4,37
543,325,366,2,49600.16,16
544,17,23,3,30108.83,22
546,585,219,4,43817.49,9
547,26,209,3,44890.13,23
548,482,83,3,18541.44,18
550,524,365,5,17333.83,13
551,388,77,1,19178.27,5
552,979,295,2,31590.15,26
553,552,311,5,23721.99,33
554,533,295,3,14794.65,15
555,337,162,3,37459.78,7
556,710,181,4,28110.77,4
557,937,230,4,39357.95,14
558,584,126,2,38867.12,26
559,691,408,2,14486.88,20
560,121,76,4,28885.39,40
562,270,65,4,43499.05,27
563,25,444,1,26559.62,24
564,926,286,2,12223.46,18
565,122,316,3,5567.04,2
566,76,467,3,20561.96,28
567,759,359,3,6903.36,11
568,742,459,5,587.63,37
569,379,225,4,9000.77,37
570,287,253,1,17187.64,36
571,531,476,5,21449.14,20
572,394,22,2,40736.56,13
574,170,115,3,44290.39,18
575,962,474,5,11737.39,17
576,145,387,5,8608.85,38
577,925,100,5,531.92,1
578,379,228,5,26140.52,29
579,303,222,1,24764.13,5
580,886,60,3,48428.29,5
581,763,260,1,16899.79,29
583,444,431,5,27996.88,40
584,37,301,1,18935.21,14
585,690,417,4,9517.82,31
586,290,439,1,36219.52,13
587,4,107,4,35557.53,2
588,429,299,5,11888.85,22
589,496,431,2,11748.29,18
590,685,279,4,24151.76,6
591,225,229,3,16404.77,27
592,119,178,3,34909.04,8
595,422,134,4,45635.96,17
596,498,24,3,15563.83,26
597,227,400,2,31339.27,39
599,93,393,3,38347.44,4
600,671,102,2,49263.82,34
601,406,83,2,45550.56,21
602,424,19,2,42305.0,33
603,105,145,4,15213.03,14
604,647,384,2,6357.41,24
605,672,40,3,3879.73,26
607,199,218,3,25715.31,1
609,386,209,1,28137.61,30
610,292,196,5,1057.18,31
611,746,366,3,5593.55,14
612,592,229,4,18617.12,36
614,575,43,4,7238.26,39
615,859,31,5,38416.94,16
616,422,19,3,16207.86,36
618,559,363,2,24253.22,35
619,880,218,1,35022.93,24
620,131,63,2,8476.61,28
621,891,254,1,8701.96,33
622,499,5,5,14978.2,27
623,302,315,3,44499.35,36
625,532,480,4,16642.82,8
627,69,97,1,10123.53,6
628,551,240,1,29803.83,4
629,359,8,2,46408.4,17
630,292,157,4,18490.29,25
631,957,104,5,4058.31,9
632,106,289,3,5295.64,33
633,602,396,4,42699.33,38
634,284,243,5,10623.47,0
635,803,412,2,30823.2,9
636,169,459,1,48498.14,8
637,524,168,4,15267.4,7
638,247,362,4,23829.0,19
639,859,310,5,42141.12,10
640,969,431,3,21974.71,28
641,502,286,3,45008.15,22
642,183,395,3,33567.95,27
643,219,92,2,46672.98,0
645,933,7,3,30417.37,2
646,663,357,4,35272.37,17
647,641,442,5,35957.87,30
648,623,384,4,43771.85,34
650,892,434,1,6147.45,28
651,653,279,3,14018.41,12
652,671,345,1,42441.86,20
653,920,188,5,25913.75,25
654,427,423,1,38112.39,9
656,420,288,1,17664.1,21
657,478,238,1,4590.47,5
658,187,321,2,48295.13,10
662,856,152,2,13115.83,28
663,271,179,3,38664.05,33
664,461,428,2,29344.1,9
665,551,416,4,34164.48,18
666,213,381,5,39755.89,5
667,526,134,3,1766.11,7
668,530,240,2,29423.67,23
669,578,166,5,35124.16,40
670,368,244,1,16868.68,6
671,192,280,3,9470.8,1
672,450,356,4,21861.43,25
673,485,308,3,17026.34,25
674,308,462,2,46358.94,6
675,432,206,3,29735.19,10
676,525,495,3,34942.05,33
677,204,67,5,33237.64,3
678,994,235,2,19920.49,29
679,1,155,2,15514.83,11
680,242,126,4,7876.07,35
681,866,177,1,5175.69,35
682,704,343,2,18939.32,29
683,724,163,1,38199.61,8
684,410,374,3,43659.65,38
685,404,380,3,48517.24,1
686,228,189,2,18241.57,32
688,193,174,3,19326.51,11
689,436,421,3,24136.47,16
690,982,350,2,25963.96,6
691,477,52,3,32862.26,25
692,823,295,2,25447.13,29
693,12,28,4,15287.13,16
694,760,466,5,22623.44,23
695,800,498,3,18370.12,11
696,435,41,4,7689.28,21
697,971,264,5,40679.19,29
698,446,445,3,24583.15,23
699,52,173,3,33814.81,1
700,556,9,3,22449.15,19
701,652,19,1,26657.17,25
702,255,373,5,7403.29,31
703,442,353,3,30938.61,33
704,583,20,1,7508.17,40
705,832,372,4,4122.49,40
707,857,293,1,13196.59,19
708,631,26,2,18836.97,30
709,221,353,4,38959.79,17
710,514,93,5,33974.77,17
711,6,337,1,6662.39,17
712,474,116,3,1100.03,20
713,227,312,3,41383.35,37
714,431,244,3,46507.66,0
716,216,131,2,20266.32,36
718,379,240,3,1672.32,39
719,599,213,3,49792.13,1
720,770,121,5,18889.16,34
721,135,112,1,10723.0,7
722,585,377,2,48949.05,35
723,419,307,2,14088.21,23
725,507,231,3,8017.0,11
726,410,391,5,23308.27,11
727,700,215,4,48717.52,26
728,194,313,5,31072.03,5
730,583,12,1,37199.68,24
731,566,83,2,22996.89,15
734,816,57,4,40223.61,21
735,894,370,2,48131.21,0
736,767,241,4,43136.01,4
737,802,276,3,6224.9,38
738,663,424,1,36356.38,18
739,832,367,1,46384.02,40
741,772,337,2,17123.76,15
742,815,329,3,34747.06,29
743,921,176,2,14905.55,28
744,339,305,3,1980.08,8
745,152,190,1,28264.26,18
746,315,157,2,23869.19,28
747,690,150,2,42985.55,16
748,653,76,2,29294.89,16
749,373,317,5,45020.2,22
750,660,192,5,19023.34,31
751,664,248,5,44877.25,0
752,685,106,3,11370.64,17
753,624,183,1,25039.75,36
754,935,434,1,40981.04,33
755,920,17,2,20044.86,6
756,975,493,1,26830.74,34
757,894,268,1,12549.0,16
758,817,368,2,22912.09,2
759,624,98,3,36720.2,4
760,928,107,5,11533.8,37
761,780,452,4,39114.35,20
762,809,227,2,4352.63,12
763,103,154,2,28552.6,37
765,604,1,5,12737.04,26
766,616,248,2,25807.17,19
767,271,348,2,28150.96,19
768,641,164,2,44689.69,32
769,482,222,2,33714.21,6
770,948,276,3,41163.37,12
771,798,257,2,15408.11,33
772,484,108,3,28636.22,9
773,332,437,4,8065.57,10
774,334,404,4,20962.08,17
775,235,428,4,15320.18,9
776,314,162,3,22595.45,27
778,363,393,2,13855.52,12
779,214,192,3,1379.21,27
780,810,103,5,39914.24,39
781,516,125,3,8188.81,30
782,965,485,4,2490.8,24
784,104,190,3,22018.59,18
787,336,419,3,14712.69,1
788,144,359,1,35627.85,20
789,981,110,4,9370.17,29
790,234,498,3,35262.2,16
791,619,329,1,20656.79,25
792,826,31,1,45666.51,32
794,504,377,3,3962.52,5
795,998,409,1,25772.32,5
796,588,98,5,37644.99,27
798,75,271,5,39099.42,27
799,911,320,5,41445.49,1
800,9,439,4,11299.92,20
801,546,295,2,46282.76,36
802,157,93,2,5224.65,34
803,617,277,1,17556.28,4
804,336,104,2,15285.89,27
805,278,14,2,7038.15,28
807,390,106,4,38594.99,37
808,835,297,2,36281.01,7
809,167,380,1,30321.45,20
810,426,185,1,24003.35,32
812,364,223,3,47307.84,19
813,235,415,1,19606.37,30
814,17,460,3,16298.89,9
816,781,444,5,37044.49,18
817,381,90,2,46827.32,9
818,760,474,2,5647.7,10
819,31,192,3,45467.25,16
820,637,456,1,23631.02,9
821,936,307,5,36181.63,10
822,162,48,3,21110.17,4
823,116,439,4,44927.54,28
824,138,241,1,44997.54,16
826,490,113,5,25833.75,9
827,231,145,1,44368.51,6
829,685,453,5,13482.95,8
830,336,479,2,42567.27,24
831,648,8,2,7319.13,2
832,856,6,2,28689.92,30
834,559,264,3,46209.5,21
835,914,250,3,38645.99,29
836,680,135,3,3343.26,23
837,437,117,5,48759.38,7
838,124,178,3,15490.11,27
839,567,498,1,25335.24,25
840,840,431,5,34092.6,1
841,204,400,3,7758.21,33
842,538,118,5,34746.0,33
843,171,326,1,31788.77,39
844,232,490,2,30561.34,12
845,286,462,4,26183.08,26
846,916,481,3,15139.66,4
847,258,376,3,30733.24,4
848,61,422,2,8180.6,15
849,401,100,4,12578.95,22
850,73,206,3,6348.88,37
851,968,345,2,13918.42,20
852,12,53,5,38628.57,38
853,483,64,4,27154.72,39
854,466,487,3,49400.38,24
855,859,219,1,29331.93,31
856,777,375,5,30245.14,38
857,886,494,4,21737.37,3
858,654,376,3,13938.11,16
859,656,129,4,49157.71,5
860,14,254,4,11225.13,27
861,682,429,4,28367.88,38
862,532,56,4,29599.08,6
863,590,345,2,35523.4,38
864,432,404,1,22124.21,29
865,588,417,1,40299.99,27
866,686,13,2,31599.96,21
867,102,374,4,22939.83,16
868,368,495,3,12585.31,28
869,803,326,4,13306.05,10
870,215,380,5,20185.78,22
871,800,171,4,17719.87,34
872,758,157,2,5244.65,5
873,655,96,5,37876.91,12
874,272,413,4,22000.9,23
875,773,58,2,9651.53,19
876,931,287,5,27005.07,25
877,634,365,2,29978.88,25
879,107,498,3,4294.14,14
880,454,342,2,49635.33,1
881,507,116,2,22129.72,13
883,570,96,5,42425.66,37
884,410,362,4,39880.51,23
885,823,461,4,46290.19,15
886,328,69,1,16218.8,15
887,815,470,2,39254.09,32
888,726,424,3,30283.76,22
889,735,115,5,23371.26,36
890,857,303,5,21921.98,10
891,23,459,5,17510.63,9
892,66,142,1,28573.73,1
893,731,483,4,6841.17,25
894,221,346,3,15372.12,14
895,584,74,5,38361.75,37
896,323,387,5,18045.81,7
897,794,212,5,36572.94,12
898,255,16,2,32540.47,31
900,825,176,4,9312.88,19
901,364,256,4,4718.58,16
902,412,325,3,4262.11,28
904,61,494,1,49259.41,0
906,880,318,2,25010.43,34
907,224,468,1,7902.62,23
908,588,451,4,38644.78,32
909,153,20,4,46777.59,7
910,827,350,3,9184.75,33
911,172,80,4,49867.63,21
912,961,402,5,22507.19,7
913,685,73,3,12124.68,31
914,193,470,1,49120.81,30
915,831,267,5,4729.48,20
916,934,268,5,19830.41,34
917,659,391,3,10062.47,40
918,437,13,4,24663.72,20
919,575,403,4,38582.89,3
920,541,158,2,44626.21,36
921,556,274,3,1592.56,19
922,395,423,5,34271.44,27
923,757,349,2,35019.32,13
924,102,365,2,16151.46,13
926,947,469,2,41598.94,11
927,400,206,3,2428.89,9
929,318,6,3,20911.19,26
930,387,250,2,12820.59,0
931,642,230,1,6618.63,14
932,73,406,1,24529.13,11
933,550,367,3,46544.84,25
934,292,134,3,5602.9,7
936,131,56,1,5748.05,2
938,631,394,2,2244.38,32
939,786,23,2,28526.31,9
940,350,180,3,23209.36,3
941,401,116,3,9361.37,12
943,617,281,5,48215.99,3
944,115,9,4,31005.59,10
945,742,462,3,5368.87,14
946,7,199,5,38481.03,7
947,878,38,1,1185.71,30
949,700,326,3,22858.22,9
950,466,147,3,31927.24,11
951,987,189,3,37052.28,27
952,825,364,1,44014.29,14
953,412,208,3,21172.8,26
954,472,238,4,18305.3,20
955,682,112,5,35686.98,36
956,200,238,5,27500.63,26
958,308,103,5,11015.47,35
960,25,89,4,13811.34,36
961,788,411,4,10050.93,26
962,325,250,2,15947.49,39
963,544,403,1,3454.88,1
964,9,47,1,15802.04,22
966,598,361,4,8925.86,19
967,104,78,2,8330.19,7
968,546,283,4,31508.39,17
969,707,340,2,47281.01,28
970,100,243,2,19092.61,10
973,71,202,5,45854.85,7
974,958,165,2,14759.0,5
976,374,267,2,45233.14,1
977,502,123,2,35085.64,16
979,676,447,5,48916.78,39
981,398,172,3,18466.34,32
982,875,176,4,6790.54,22
983,737,137,2,4348.65,28
984,941,459,3,5853.56,8
985,826,192,2,3434.97,36
986,821,5,1,36210.73,21
987,892,321,1,48289.09,29
988,647,29,1,35266.55,12
989,941,368,1,47579.32,0
990,444,368,2,4154.72,20
991,641,363,4,49398.89,38
992,724,304,3,43277.41,3
993,454,499,1,10046.48,9
994,900,360,2,38130.99,12
995,192,326,2,41834.81,18
996,616,129,3,41258.53,15
998,506,419,1,21618.72,28
999,13,395,1,45833.4,23
1000,715,373,1,42018.31,28
1001,367,154,4,38217.94,20
1002,560,88,2,2326.43,22
1003,420,408,4,42354.78,25
1004,475,73,4,36945.39,24
1005,430,196,2,49490.15,40
1006,153,419,1,33156.25,11
1007,155,9,2,19686.32,9
1008,278,82,1,15315.4,35
1009,285,256,4,21756.24,10
1010,500,55,1,3531.92,20
1011,723,266,3,47178.23,13
1012,427,174,3,31596.86,39
1013,440,145,5,17186.64,23
1014,827,497,2,23781.45,1
1015,458,168,2,34476.43,20
1016,650,285,4,17169.72,21
1017,716,401,2,31707.55,14
1018,726,128,2,24531.68,30
1020,542,485,5,47921.98,17
1021,69,142,2,35653.0,23
1022,869,325,4,352.05,22
1023,845,140,5,47842.05,31
1024,322,416,5,32362.91,38
1025,620,100,1,26270.41,32
1026,290,420,4,42664.51,19
1028,81,196,2,27852.17,38
1029,455,234,1,13942.28,38
1030,465,490,5,1044.42,3
1031,889,162,4,41623.86,24
1032,564,203,4,9064.32,39
1033,857,388,3,28512.78,32
1034,58,475,2,3581.15,9
1035,105,185,2,48621.51,21
1036,84,280,1,3295.09,26
1037,658,46,2,40755.33,28
1038,163,29,3,32308.98,35
1039,25,22,2,11106.25,14
1040,973,166,2,19498.76,40
1041,687,253,5,1370.95,26
1042,564,107,2,11629.4,31
1043,8,189,1,25555.6,10
1045,273,428,5,10238.98,38
1046,263,202,3,6134.55,18
1047,463,344,5,25687.89,25
1048,210,55,1,37192.11,13
1049,205,346,3,10874.25,37
1053,772,306,4,14410.06,15
1054,80,318,1,2691.4,0
1055,970,196,1,36491.66,10
1056,100,498,2,21273.65,23
1057,78,18,1,44946.38,19
1058,146,326,2,37264.17,1
1059,902,58,4,4487.54,15
1060,467,140,5,13649.33,36
1061,492,204,2,33965.36,1
